thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,Thank_you_.started,text_2.started,text_2.stopped,Thank_you_.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.034166666666666665)],[np.float64(-0.4558333333333333)],[1],[0],[0],[1.2035890000406653],['target'],10,0,10,0,14.944967900170013,,,,,,,,,5,14.939088999992236,14.944967900170013,14.944967900170013,0.011136600049212575,16.13201000005938,[np.float64(0.034166666666666665)],[np.float64(-0.4558333333333333)],[1],[0],[0],[1.2035890000406653],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
11,0,11,[np.float64(0.3125)],[np.float64(0.3616666666666667)],[1],[0],[0],[2.0179749000817537],['target'],11,0,11,0,16.15376460016705,,,,,,,,,5,16.147613800130785,16.15376460016705,16.15376460016705,0.015195999993011355,18.151090499944985,[np.float64(0.3125)],[np.float64(0.3616666666666667)],[1],[0],[0],[2.0179749000817537],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
12,0,12,[np.float64(0.0275)],[np.float64(-0.405)],[1],[0],[0],[1.5609800000675023],['target'],12,0,12,0,18.17302200011909,,,,,,,,,5,18.166953300125897,18.17302200011909,18.17302200011909,0.01562640001066029,19.712884600041434,[np.float64(0.0275)],[np.float64(-0.405)],[1],[0],[0],[1.5609800000675023],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
13,0,13,[np.float64(0.23583333333333334)],[np.float64(0.49)],[1],[0],[0],[3.631263299845159],['target'],13,0,13,0,19.75203080009669,,,,,,,,,10,19.74191730003804,19.75203080009669,19.75203080009669,0.028853700030595064,23.34482690016739,[np.float64(0.23583333333333334)],[np.float64(0.49)],[1],[0],[0],[3.631263299845159],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
14,0,14,[np.float64(-0.015833333333333335)],[np.float64(-0.17083333333333334)],[1],[0],[0],[1.283722700085491],['target'],14,0,14,0,23.36702820006758,,,,,,,,,5,23.361327500082552,23.36702820006758,23.36702820006758,0.01622650003992021,24.629383400082588,[np.float64(-0.015833333333333335)],[np.float64(-0.17083333333333334)],[1],[0],[0],[1.283722700085491],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
15,0,15,[np.float64(0.285)],[np.float64(0.1775)],[1],[0],[0],[1.6151590999215841],['target'],15,0,15,0,24.65853270003572,,,,,,,,,10,24.650049600051716,24.65853270003572,24.65853270003572,0.020493599819019437,26.245240400079638,[np.float64(0.285)],[np.float64(0.1775)],[1],[0],[0],[1.6151590999215841],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
16,0,16,[np.float64(0.13916666666666666)],[np.float64(0.0675)],[1],[0],[0],[1.315544700017199],['target'],16,0,16,0,26.288117400137708,,,,,,,,,10,26.278340900084004,26.288117400137708,26.288117400137708,0.032739799935370684,27.56179800000973,[np.float64(0.13916666666666666)],[np.float64(0.0675)],[1],[0],[0],[1.315544700017199],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
17,0,17,[np.float64(-0.07333333333333333)],[np.float64(-0.10833333333333334)],[1],[0],[0],[1.0839788999874145],['target'],17,0,17,0,27.58390420000069,,,,,,,,,5,27.57712440006435,27.58390420000069,27.58390420000069,0.015071500092744827,28.64657250000164,[np.float64(-0.07333333333333333)],[np.float64(-0.10833333333333334)],[1],[0],[0],[1.0839788999874145],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
18,0,18,[np.float64(-0.37333333333333335)],[np.float64(-0.1725)],[1],[0],[0],[1.7493974999524653],['target'],18,0,18,0,28.686904900008813,,,,,,,,,10,28.675502500031143,28.686904900008813,28.686904900008813,0.028743400005623698,30.396711400011554,[np.float64(-0.37333333333333335)],[np.float64(-0.1725)],[1],[0],[0],[1.7493974999524653],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
19,0,19,[np.float64(-0.20666666666666667)],[np.float64(0.4091666666666667)],[1],[0],[0],[2.0638182000257075],['target'],19,0,19,0,30.426697800168768,,,,,,,,,5,30.41743140015751,30.426697800168768,30.426697800168768,0.02045909990556538,32.46142449998297,[np.float64(-0.20666666666666667)],[np.float64(0.4091666666666667)],[1],[0],[0],[2.0638182000257075],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
20,0,20,[np.float64(0.17333333333333334)],[np.float64(0.4891666666666667)],[1],[0],[0],[1.6688117999583483],['target'],20,0,20,0,32.49342550011352,,,,,,,,,5,32.48354100016877,32.49342550011352,32.49342550011352,0.021903000073507428,34.13105730013922,[np.float64(0.17333333333333334)],[np.float64(0.4891666666666667)],[1],[0],[0],[1.6688117999583483],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
21,0,21,[np.float64(0.2608333333333333)],[np.float64(-0.42)],[1],[0],[0],[5.728870900114998],['target'],21,0,21,0,34.176702399970964,,,,,,,,,10,34.16333150002174,34.176702399970964,34.176702399970964,0.03206159989349544,39.86081420001574,[np.float64(0.2608333333333333)],[np.float64(-0.42)],[1],[0],[0],[5.728870900114998],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
22,0,22,[np.float64(0.2916666666666667)],[np.float64(-0.3883333333333333)],[1],[0],[0],[0.8503262000158429],['target'],22,0,22,0,39.88287700014189,,,,,,,,,5,39.875760399969295,39.88287700014189,39.88287700014189,0.01473459997214377,40.71179540012963,[np.float64(0.2916666666666667)],[np.float64(-0.3883333333333333)],[1],[0],[0],[0.8503262000158429],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
23,0,23,"[np.float64(-0.3025), np.float64(-0.2825)]","[np.float64(-0.095), np.float64(-0.10666666666666667)]","[1, 1]","[0, 0]","[0, 0]","[1.1979072999674827, 1.8675748000387102]","[None, 'target']",23,0,23,0,40.74246060010046,,,,,,,,,10,40.73419130011462,40.74246060010046,40.74246060010046,0.022238000063225627,42.57994560012594,"[np.float64(-0.3025), np.float64(-0.2825)]","[np.float64(-0.095), np.float64(-0.10666666666666667)]","[1, 1]","[0, 0]","[0, 0]","[1.1979072999674827, 1.8675748000387102]","[None, 'target']",,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
24,0,24,[np.float64(0.0125)],[np.float64(0.25666666666666665)],[1],[0],[0],[1.4498091000132263],['target'],24,0,24,0,42.609210800146684,,,,,,,,,5,42.6002668000292,42.609210800146684,42.609210800146684,0.020063099917024374,44.030567900044844,[np.float64(0.0125)],[np.float64(0.25666666666666665)],[1],[0],[0],[1.4498091000132263],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
25,0,25,[np.float64(0.17416666666666666)],[np.float64(-0.4608333333333333)],[1],[0],[0],[1.3646937001030892],['target'],25,0,25,0,44.05566810001619,,,,,,,,,5,44.048298000125214,44.05566810001619,44.05566810001619,0.017506000120192766,45.3960267000366,[np.float64(0.17416666666666666)],[np.float64(-0.4608333333333333)],[1],[0],[0],[1.3646937001030892],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
26,0,26,[np.float64(-0.23416666666666666)],[np.float64(0.415)],[1],[0],[0],[1.8974401000887156],['target'],26,0,26,0,45.428315200144425,,,,,,,,,5,45.41748300008476,45.428315200144425,45.428315200144425,0.02127999998629093,47.2942306001205,[np.float64(-0.23416666666666666)],[np.float64(0.415)],[1],[0],[0],[1.8974401000887156],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
27,0,27,[np.float64(-0.195)],[np.float64(0.23333333333333334)],[1],[0],[0],[0.951629500137642],['target'],27,0,27,0,47.32056220015511,,,,,,,,,5,47.312171400059015,47.32056220015511,47.32056220015511,0.01764440000988543,48.246840100036934,[np.float64(-0.195)],[np.float64(0.23333333333333334)],[1],[0],[0],[0.951629500137642],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
28,0,28,[np.float64(0.20916666666666667)],[np.float64(0.0625)],[1],[0],[0],[1.2669633000623435],['target'],28,0,28,0,48.28653259994462,,,,,,,,,10,48.27457240014337,48.28653259994462,48.28653259994462,0.02757730009034276,49.5144375001546,[np.float64(0.20916666666666667)],[np.float64(0.0625)],[1],[0],[0],[1.2669633000623435],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
29,0,29,[np.float64(-0.27666666666666667)],[np.float64(0.19166666666666668)],[1],[0],[0],[1.0833568999078125],['target'],29,0,29,0,49.54116940009408,,,,,,,,,5,49.532642300007865,49.54116940009408,49.54116940009408,0.017978700110688806,50.59854450006969,[np.float64(-0.27666666666666667)],[np.float64(0.19166666666666668)],[1],[0],[0],[1.0833568999078125],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
30,0,30,[np.float64(0.12083333333333333)],[np.float64(-0.39)],[1],[0],[0],[1.9140612001065165],['target'],30,0,30,0,50.62540330016054,,,,,,,,,5,50.61540610017255,50.62540330016054,50.62540330016054,0.016662499867379665,52.51337669999339,[np.float64(0.12083333333333333)],[np.float64(-0.39)],[1],[0],[0],[1.9140612001065165],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
31,0,31,[np.float64(-0.03833333333333333)],[np.float64(0.035)],[1],[0],[0],[1.4671036000363529],['target'],31,0,31,0,52.5378068999853,,,,,,,,,5,52.52931930008344,52.5378068999853,52.5378068999853,0.015741300070658326,53.981257900130004,[np.float64(-0.03833333333333333)],[np.float64(0.035)],[1],[0],[0],[1.4671036000363529],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
32,0,32,[np.float64(-0.45166666666666666)],[np.float64(0.2275)],[1],[0],[0],[1.2349896000232548],['target'],32,0,32,0,54.00693430006504,,,,,,,,,5,53.99832590017468,54.00693430006504,54.00693430006504,0.01687250006943941,55.21697230008431,[np.float64(-0.45166666666666666)],[np.float64(0.2275)],[1],[0],[0],[1.2349896000232548],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
33,0,33,[np.float64(-0.0125)],[np.float64(0.2325)],[1],[0],[0],[1.2436267000157386],['target'],33,0,33,0,55.24389709997922,,,,,,,,,5,55.23470100015402,55.24389709997922,55.24389709997922,0.017566299997270107,56.46128790010698,[np.float64(-0.0125)],[np.float64(0.2325)],[1],[0],[0],[1.2436267000157386],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
34,0,34,[np.float64(0.2725)],[np.float64(-0.2816666666666667)],[1],[0],[0],[2.0164324999786913],['target'],34,0,34,0,56.50599850015715,,,,,,,,,10,56.49328180006705,56.50599850015715,56.50599850015715,0.03171789995394647,58.47868499998003,[np.float64(0.2725)],[np.float64(-0.2816666666666667)],[1],[0],[0],[2.0164324999786913],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
35,0,35,[np.float64(-0.4766666666666667)],[np.float64(0.14666666666666667)],[1],[0],[0],[1.364013599930331],['target'],35,0,35,0,58.52017970010638,,,,,,,,,10,58.50732029997744,58.52017970010638,58.52017970010638,0.028398499824106693,59.84349799994379,[np.float64(-0.4766666666666667)],[np.float64(0.14666666666666667)],[1],[0],[0],[1.364013599930331],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
36,0,36,[np.float64(0.025833333333333333)],[np.float64(-0.0775)],[1],[0],[0],[1.3006742999423295],['target'],36,0,36,0,59.87299289996736,,,,,,,,,5,59.86419959994964,59.87299289996736,59.87299289996736,0.020416999934241176,61.14507029997185,[np.float64(0.025833333333333333)],[np.float64(-0.0775)],[1],[0],[0],[1.3006742999423295],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
37,0,37,[np.float64(0.4558333333333333)],[np.float64(-0.305)],[1],[0],[0],[2.1016480000689626],['target'],37,0,37,0,61.1734698000364,,,,,,,,,5,61.164039300056174,61.1734698000364,61.1734698000364,0.018696699989959598,63.247569400118664,[np.float64(0.4558333333333333)],[np.float64(-0.305)],[1],[0],[0],[2.1016480000689626],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
38,0,38,[np.float64(-0.3541666666666667)],[np.float64(-0.008333333333333333)],[1],[0],[0],[1.9946227001491934],['target'],38,0,38,0,63.301251200027764,,,,,,,,,10,63.28893220005557,63.301251200027764,63.301251200027764,0.041195099940523505,65.24285900010727,[np.float64(-0.3541666666666667)],[np.float64(-0.008333333333333333)],[1],[0],[0],[1.9946227001491934],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
39,0,39,[np.float64(0.1925)],[np.float64(-0.2275)],[1],[0],[0],[1.2855827999301255],['target'],39,0,39,0,65.27025280008093,,,,,,,,,5,65.26242030016147,65.27025280008093,65.27025280008093,0.019178299931809306,66.52945320005529,[np.float64(0.1925)],[np.float64(-0.2275)],[1],[0],[0],[1.2855827999301255],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
40,0,40,[np.float64(0.37)],[np.float64(0.3875)],[1],[0],[0],[1.6479448999743909],['target'],40,0,40,0,66.5519441999495,,,,,,,,,5,66.54446140001528,66.5519441999495,66.5519441999495,0.01484000007621944,68.17813110002317,[np.float64(0.37)],[np.float64(0.3875)],[1],[0],[0],[1.6479448999743909],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
41,0,41,[np.float64(-0.2941666666666667)],[np.float64(0.2808333333333333)],[1],[0],[0],[1.429960299981758],['target'],41,0,41,0,68.20239410013892,,,,,,,,,5,68.19407890015282,68.20239410013892,68.20239410013892,0.015727399848401546,69.60888150008395,[np.float64(-0.2941666666666667)],[np.float64(0.2808333333333333)],[1],[0],[0],[1.429960299981758],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
42,0,42,[np.float64(-0.06916666666666667)],[np.float64(-0.2633333333333333)],[1],[0],[0],[1.3013188999611884],['target'],42,0,42,0,69.65076760016382,,,,,,,,,10,69.63954300014302,69.65076760016382,69.65076760016382,0.030464000068604946,70.91098020016216,[np.float64(-0.06916666666666667)],[np.float64(-0.2633333333333333)],[1],[0],[0],[1.3013188999611884],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
43,0,43,[np.float64(-0.31666666666666665)],[np.float64(0.385)],[1],[0],[0],[1.5722113999072462],['target'],43,0,43,0,70.93831050000153,,,,,,,,,5,70.92926879995503,70.93831050000153,70.93831050000153,0.018061399925500154,72.48398130014539,[np.float64(-0.31666666666666665)],[np.float64(0.385)],[1],[0],[0],[1.5722113999072462],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
44,0,44,[np.float64(-0.4191666666666667)],[np.float64(0.2175)],[1],[0],[0],[1.0782166998833418],['target'],44,0,44,0,72.53044640016742,,,,,,,,,10,72.51820809999481,72.53044640016742,72.53044640016742,0.034067200031131506,73.56285149999894,[np.float64(-0.4191666666666667)],[np.float64(0.2175)],[1],[0],[0],[1.0782166998833418],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
45,0,45,[np.float64(0.4083333333333333)],[np.float64(-0.28)],[1],[0],[0],[2.3965419998858124],['target'],45,0,45,0,73.60957120009698,,,,,,,,,10,73.5972884001676,73.60957120009698,73.60957120009698,0.034172300016507506,75.96035600011237,[np.float64(0.4083333333333333)],[np.float64(-0.28)],[1],[0],[0],[2.3965419998858124],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
46,0,46,[np.float64(-0.505)],[np.float64(-0.2475)],[1],[0],[0],[1.2663111998699605],['target'],46,0,46,0,75.98907859995961,,,,,,,,,5,75.98014879995026,75.98907859995961,75.98907859995961,0.01904739998281002,77.22872949996963,[np.float64(-0.505)],[np.float64(-0.2475)],[1],[0],[0],[1.2663111998699605],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
47,0,47,[np.float64(-0.004166666666666667)],[np.float64(0.245)],[1],[0],[0],[1.3335835998877883],['target'],47,0,47,0,77.25741830002517,,,,,,,,,5,77.2479703000281,77.25741830002517,77.25741830002517,0.019068599911406636,78.56301779998466,[np.float64(-0.004166666666666667)],[np.float64(0.245)],[1],[0],[0],[1.3335835998877883],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
48,0,48,[np.float64(0.2833333333333333)],[np.float64(-0.4816666666666667)],[1],[0],[0],[1.65047170012258],['target'],48,0,48,0,78.61026079999283,,,,,,,,,10,78.5975616001524,78.61026079999283,78.61026079999283,0.034280600026249886,80.21436220011674,[np.float64(0.2833333333333333)],[np.float64(-0.4816666666666667)],[1],[0],[0],[1.65047170012258],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
49,0,49,[np.float64(0.11083333333333334)],[np.float64(-0.18583333333333332)],[1],[0],[0],[1.0302106000017375],['target'],49,0,49,0,80.23988769995049,,,,,,,,,5,80.23069480014965,80.23988769995049,80.23988769995049,0.016074500046670437,81.24539560009725,[np.float64(0.11083333333333334)],[np.float64(-0.18583333333333332)],[1],[0],[0],[1.0302106000017375],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
50,0,50,[np.float64(0.1375)],[np.float64(0.08333333333333333)],[1],[0],[0],[1.2499641999602318],['target'],50,0,50,0,81.27339830016717,,,,,,,,,5,81.26479210006073,81.27339830016717,81.27339830016717,0.0192095001693815,82.49614150007255,[np.float64(0.1375)],[np.float64(0.08333333333333333)],[1],[0],[0],[1.2499641999602318],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
51,0,51,[np.float64(-0.145)],[np.float64(0.015833333333333335)],[1],[0],[0],[0.9849314000457525],['target'],51,0,51,0,82.52086489996873,,,,,,,,,5,82.51304100011475,82.52086489996873,82.52086489996873,0.01655850000679493,83.48205960006453,[np.float64(-0.145)],[np.float64(0.015833333333333335)],[1],[0],[0],[0.9849314000457525],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
52,0,52,[np.float64(-0.1725)],[np.float64(0.13166666666666665)],[1],[0],[0],[1.6935147000476718],['target'],52,0,52,0,83.52792040002532,,,,,,,,,10,83.51381359994411,83.52792040002532,83.52792040002532,0.03160929982550442,85.1762457001023,[np.float64(-0.1725)],[np.float64(0.13166666666666665)],[1],[0],[0],[1.6935147000476718],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
53,0,53,[np.float64(0.06916666666666667)],[np.float64(0.36833333333333335)],[1],[0],[0],[2.2190417998936027],['target'],53,0,53,0,85.22417649999261,,,,,,,,,10,85.21167760016397,85.22417649999261,85.22417649999261,0.03510370012372732,87.39647090015933,[np.float64(0.06916666666666667)],[np.float64(0.36833333333333335)],[1],[0],[0],[2.2190417998936027],['target'],,,,,3,001,2025-10-02_18h59.24.622,visual search,,2025.1.1,59.95261345642845,2025-10-02 18h59.30.204727 +0530,
