pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,1.083947999868542,None,0,0,0,0,,,,,0.011235299985855818,,0.008196999784559011,0.011235299985855818,1.002902999985963,1.002902999985963,1.002902999985963,1.002902999985963,1.019615299999714,2.002834999933839,2.002834999933839,3.1091760999988765,x,1,1.083947999868542,None,,,,,2,001,2025-10-05_14h28.17.226,sequence_learning,,2025.1.1,60.05562350857208,2025-10-05 14h28.21.378539 +0530,
150,v,1,1,0,v,1,0.5827832999639213,None,0,1,1,1,,,,,3.1192901998292655,,3.109500699909404,3.1192901998292655,4.1194133998360485,4.1194133998360485,4.1194133998360485,4.1194133998360485,4.1194133998360485,5.119502899935469,5.119502899935469,5.702908899867907,v,1,0.5827832999639213,None,,,,,2,001,2025-10-05_14h28.17.226,sequence_learning,,2025.1.1,60.05562350857208,2025-10-05 14h28.21.378539 +0530,
50,c,2,2,0,c,1,0.765499500092119,None,0,2,2,2,,,,,5.719242799794301,,5.703234499786049,5.719242799794301,6.7025949999224395,6.7025949999224395,6.7025949999224395,6.7025949999224395,6.719197399914265,7.702521099941805,7.702521099941805,8.46984799997881,c,1,0.765499500092119,None,,,,,2,001,2025-10-05_14h28.17.226,sequence_learning,,2025.1.1,60.05562350857208,2025-10-05 14h28.21.378539 +0530,
-150,z,3,3,0,z,1,0.6326162999030203,None,0,3,3,3,,,,,8.485900599975139,,8.470218899892643,8.485900599975139,9.46905679977499,9.46905679977499,9.46905679977499,9.46905679977499,9.48584199999459,10.468982599908486,10.468982599908486,11.103158899815753,z,1,0.6326162999030203,None,,,,,2,001,2025-10-05_14h28.17.226,sequence_learning,,2025.1.1,60.05562350857208,2025-10-05 14h28.21.378539 +0530,
-50,x,4,0,1,x,1,0.7399775001686066,None,1,0,4,0,,,,,11.118897199863568,,11.103725199820474,11.118897199863568,12.102396899834275,12.102396899834275,12.102396899834275,12.102396899834275,12.11925149988383,13.118917899904773,13.118917899904773,13.869651599787176,x,1,0.7399775001686066,None,,,,,2,001,2025-10-05_14h28.17.226,sequence_learning,,2025.1.1,60.05562350857208,2025-10-05 14h28.21.378539 +0530,
150,v,5,1,1,v,1,0.5739859000314027,None,1,1,5,1,,,,,13.885604299837723,,13.870105299865827,13.885604299837723,14.868812899803743,14.868812899803743,14.868812899803743,14.868812899803743,14.885677199810743,15.869527699891478,15.869527699891478,16.452779799932614,v,1,0.5739859000314027,None,,,,,2,001,2025-10-05_14h28.17.226,sequence_learning,,2025.1.1,60.05562350857208,2025-10-05 14h28.21.378539 +0530,
50,c,6,2,1,c,1,0.8740758998319507,None,1,2,6,2,,,,,16.468681999947876,,16.45320239989087,16.468681999947876,17.45235489984043,17.45235489984043,17.45235489984043,17.45235489984043,17.468711799941957,18.45277029997669,18.45277029997669,19.336227799998596,c,1,0.8740758998319507,None,,,,,2,001,2025-10-05_14h28.17.226,sequence_learning,,2025.1.1,60.05562350857208,2025-10-05 14h28.21.378539 +0530,
-150,z,7,3,1,z,1,0.9567472999915481,None,1,3,7,3,,,,,19.35218509985134,,19.33668399997987,19.35218509985134,20.352076899958774,20.352076899958774,20.352076899958774,20.352076899958774,20.352076899958774,21.335482999915257,21.335482999915257,22.302291699917987,z,1,0.9567472999915481,None,,,,,2,001,2025-10-05_14h28.17.226,sequence_learning,,2025.1.1,60.05562350857208,2025-10-05 14h28.21.378539 +0530,
-50,x,8,0,2,c,0,0.5291094998829067,None,2,0,8,0,,,,,22.31852089986205,,22.30267439992167,22.31852089986205,23.30170479998924,23.30170479998924,23.30170479998924,23.30170479998924,23.318419999908656,24.301696399925277,24.301696399925277,24.83599689998664,c,0,0.5291094998829067,None,,,,,2,001,2025-10-05_14h28.17.226,sequence_learning,,2025.1.1,60.05562350857208,2025-10-05 14h28.21.378539 +0530,
150,v,9,1,2,v,1,0.5599619999993593,None,2,1,9,1,,,,,24.85247389995493,,24.83650609990582,24.85247389995493,25.83539899997413,25.83539899997413,25.83539899997413,25.83539899997413,25.852244099834934,26.835062499856576,26.835062499856576,27.402272099861875,v,1,0.5599619999993593,None,,,,,2,001,2025-10-05_14h28.17.226,sequence_learning,,2025.1.1,60.05562350857208,2025-10-05 14h28.21.378539 +0530,
