thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,Thank_you_.started,text_2.started,text_2.stopped,Thank_you_.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
52,0,52,[np.float64(0.2575)],[np.float64(-0.3625)],[1],[0],[0],[1.581605700077489],['target'],52,0,52,0,87.97865890013054,,,,,,,,,10,87.96878510015085,87.97865890013054,87.97865890013054,0.02538269991055131,89.52553880005144,[np.float64(0.2575)],[np.float64(-0.3625)],[1],[0],[0],[1.581605700077489],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
53,0,53,[np.float64(0.33416666666666667)],[np.float64(-0.22583333333333333)],[1],[0],[0],[1.3306617001071572],['target'],53,0,53,0,89.55288890004158,,,,,,,,,5,89.54525379999541,89.55288890004158,89.55288890004158,0.019402300007641315,90.85716020013206,[np.float64(0.33416666666666667)],[np.float64(-0.22583333333333333)],[1],[0],[0],[1.3306617001071572],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
54,0,54,[np.float64(-0.275)],[np.float64(-0.13583333333333333)],[1],[0],[0],[1.1528153999242932],['target'],54,0,54,0,90.88189840014093,,,,,,,,,5,90.87340430007316,90.88189840014093,90.88189840014093,0.01607850007712841,92.01066050003283,[np.float64(-0.275)],[np.float64(-0.13583333333333333)],[1],[0],[0],[1.1528153999242932],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
55,0,55,[np.float64(-0.2783333333333333)],[np.float64(-0.36583333333333334)],[1],[0],[0],[1.1655530000571162],['target'],55,0,55,0,92.03476359997876,,,,,,,,,5,92.02658240008168,92.03476359997876,92.03476359997876,0.01574019994586706,93.17690740013495,[np.float64(-0.2783333333333333)],[np.float64(-0.36583333333333334)],[1],[0],[0],[1.1655530000571162],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
56,0,56,[np.float64(0.41833333333333333)],[np.float64(0.006666666666666667)],[1],[0],[0],[1.779262499883771],['target'],56,0,56,0,93.2174706000369,,,,,,,,,10,93.20630439999513,93.2174706000369,93.2174706000369,0.029224300058558583,94.95689860009588,[np.float64(0.41833333333333333)],[np.float64(0.006666666666666667)],[1],[0],[0],[1.779262499883771],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
57,0,57,[np.float64(0.33166666666666667)],[np.float64(0.0)],[1],[0],[0],[3.649821300059557],['target'],57,0,57,0,94.99602119997144,,,,,,,,,10,94.98433030000888,94.99602119997144,94.99602119997144,0.02718749991618097,98.60748530016281,[np.float64(0.33166666666666667)],[np.float64(0.0)],[1],[0],[0],[3.649821300059557],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
58,0,58,[np.float64(-0.26)],[np.float64(0.05583333333333333)],[1],[0],[0],[1.9151830999180675],['target'],58,0,58,0,98.6452622001525,,,,,,,,,10,98.63488230016083,98.6452622001525,98.6452622001525,0.027100600069388747,100.5236053999979,[np.float64(-0.26)],[np.float64(0.05583333333333333)],[1],[0],[0],[1.9151830999180675],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
59,0,59,[np.float64(-0.013333333333333334)],[np.float64(-0.1625)],[1],[0],[0],[1.6661717998795211],['target'],59,0,59,0,100.56271740002558,,,,,,,,,10,100.55226400005631,100.56271740002558,100.56271740002558,0.028370700078085065,102.19066850002855,[np.float64(-0.013333333333333334)],[np.float64(-0.1625)],[1],[0],[0],[1.6661717998795211],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
60,0,60,[np.float64(-0.12333333333333334)],[np.float64(-0.32916666666666666)],[1],[0],[0],[1.683543600142002],['target'],60,0,60,0,102.2148823000025,,,,,,,,,5,102.20772269996814,102.2148823000025,102.2148823000025,0.01683659991249442,103.87493650009856,[np.float64(-0.12333333333333334)],[np.float64(-0.32916666666666666)],[1],[0],[0],[1.683543600142002],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
61,0,61,[np.float64(-0.06333333333333334)],[np.float64(0.125)],[1],[0],[0],[1.2972432000096887],['target'],61,0,61,0,103.89885990018956,,,,,,,,,5,103.89134690002538,103.89885990018956,103.89885990018956,0.01625070022419095,105.17285259999335,[np.float64(-0.06333333333333334)],[np.float64(0.125)],[1],[0],[0],[1.2972432000096887],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
62,0,62,[np.float64(0.35583333333333333)],[np.float64(-0.006666666666666667)],[1],[0],[0],[1.317261700052768],['target'],62,0,62,0,105.19744300004095,,,,,,,,,5,105.1886603999883,105.19744300004095,105.19744300004095,0.01541320001706481,106.49106810009107,[np.float64(0.35583333333333333)],[np.float64(-0.006666666666666667)],[1],[0],[0],[1.317261700052768],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
63,0,63,[np.float64(-0.27666666666666667)],[np.float64(0.030833333333333334)],[1],[0],[0],[1.4329377999529243],['target'],63,0,63,0,106.51339800003916,,,,,,,,,5,106.50643400009722,106.51339800003916,106.51339800003916,0.015175800072029233,107.92478250013664,[np.float64(-0.27666666666666667)],[np.float64(0.030833333333333334)],[1],[0],[0],[1.4329377999529243],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
64,0,64,[np.float64(0.0275)],[np.float64(-0.2025)],[1],[0],[0],[1.4794248000252992],['target'],64,0,64,0,107.96241050004028,,,,,,,,,10,107.95221430016682,107.96241050004028,107.96241050004028,0.027141300030052662,109.40512760006823,[np.float64(0.0275)],[np.float64(-0.2025)],[1],[0],[0],[1.4794248000252992],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
65,0,65,[np.float64(0.2758333333333333)],[np.float64(0.1825)],[1],[0],[0],[1.838789600180462],['target'],65,0,65,0,109.44944640016183,,,,,,,,,10,109.43936950014904,109.44944640016183,109.44944640016183,0.03399539995007217,111.24477150011808,[np.float64(0.2758333333333333)],[np.float64(0.1825)],[1],[0],[0],[1.838789600180462],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
66,0,66,[np.float64(-0.19)],[np.float64(-0.3475)],[1],[0],[0],[1.9774765998590738],['target'],66,0,66,0,111.26687120017596,,,,,,,,,5,111.25987000018358,111.26687120017596,111.26687120017596,0.014864599797874689,113.22308010002598,[np.float64(-0.19)],[np.float64(-0.3475)],[1],[0],[0],[1.9774765998590738],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
67,0,67,[np.float64(-0.5)],[np.float64(-0.475)],[1],[0],[0],[2.698565100086853],['target'],67,0,67,0,113.24716720008291,,,,,,,,,5,113.23908970016055,113.24716720008291,113.24716720008291,0.015791899990290403,115.92247690004297,[np.float64(-0.5)],[np.float64(-0.475)],[1],[0],[0],[2.698565100086853],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
68,0,68,[np.float64(0.1675)],[np.float64(-0.2866666666666667)],[1],[0],[0],[1.417313100071624],['target'],68,0,68,0,115.94727450003847,,,,,,,,,5,115.93856639997102,115.94727450003847,115.94727450003847,0.015880699967965484,117.34056230005808,[np.float64(0.1675)],[np.float64(-0.2866666666666667)],[1],[0],[0],[1.417313100071624],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
69,0,69,[np.float64(-0.2025)],[np.float64(-0.26166666666666666)],[1],[0],[0],[1.583351300098002],['target'],69,0,69,0,117.37870980007574,,,,,,,,,10,117.3685536000412,117.37870980007574,117.37870980007574,0.027767600025981665,118.9247870000545,[np.float64(-0.2025)],[np.float64(-0.26166666666666666)],[1],[0],[0],[1.583351300098002],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
70,0,70,"[np.float64(0.4575), np.float64(0.4683333333333333)]","[np.float64(-0.2125), np.float64(-0.23416666666666666)]","[1, 1]","[0, 0]","[0, 0]","[1.5480019999668002, 2.3307707000058144]","[None, 'target']",70,0,70,0,118.94832520000637,,,,,,,,,5,118.94152140012011,118.94832520000637,118.94832520000637,0.016426999820396304,121.25652789999731,"[np.float64(0.4575), np.float64(0.4683333333333333)]","[np.float64(-0.2125), np.float64(-0.23416666666666666)]","[1, 1]","[0, 0]","[0, 0]","[1.5480019999668002, 2.3307707000058144]","[None, 'target']",,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
71,0,71,[np.float64(0.325)],[np.float64(0.3775)],[1],[0],[0],[2.515681500080973],['target'],71,0,71,0,121.29425609996542,,,,,,,,,10,121.28389180009253,121.29425609996542,121.29425609996542,0.027038899948820472,123.77317170007154,[np.float64(0.325)],[np.float64(0.3775)],[1],[0],[0],[2.515681500080973],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
72,0,72,[np.float64(0.08916666666666667)],[np.float64(-0.16666666666666666)],[1],[0],[0],[1.649948599981144],['target'],72,0,72,0,123.79681780003011,,,,,,,,,5,123.78881860012189,123.79681780003011,123.79681780003011,0.015419799834489822,125.42391090001911,[np.float64(0.08916666666666667)],[np.float64(-0.16666666666666666)],[1],[0],[0],[1.649948599981144],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
73,0,73,[np.float64(0.14916666666666667)],[np.float64(0.25666666666666665)],[1],[0],[0],[1.8149029000196606],['target'],73,0,73,0,125.46242880006321,,,,,,,,,10,125.45176920015365,125.46242880006321,125.46242880006321,0.02762730000540614,127.23961440008134,[np.float64(0.14916666666666667)],[np.float64(0.25666666666666665)],[1],[0],[0],[1.8149029000196606],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
74,0,74,[np.float64(0.2916666666666667)],[np.float64(-0.0875)],[1],[0],[0],[1.5168596000876278],['target'],74,0,74,0,127.27604750008322,,,,,,,,,10,127.26605159998871,127.27604750008322,127.27604750008322,0.026202100096270442,128.7572979000397,[np.float64(0.2916666666666667)],[np.float64(-0.0875)],[1],[0],[0],[1.5168596000876278],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
75,0,75,[np.float64(0.10166666666666667)],[np.float64(0.015)],[1],[0],[0],[1.1299407000187784],['target'],75,0,75,0,128.79470530012622,,,,,,,,,10,128.78453309996985,128.79470530012622,128.79470530012622,0.026931900065392256,129.8882297000382,[np.float64(0.10166666666666667)],[np.float64(0.015)],[1],[0],[0],[1.1299407000187784],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
76,0,76,[np.float64(0.16583333333333333)],[np.float64(-0.13166666666666665)],[1],[0],[0],[1.166951899882406],['target'],76,0,76,0,129.92452950007282,,,,,,,,,10,129.91423540003598,129.92452950007282,129.92452950007282,0.025776599999517202,131.05602730019018,[np.float64(0.16583333333333333)],[np.float64(-0.13166666666666665)],[1],[0],[0],[1.166951899882406],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
77,0,77,"[np.float64(0.3875), np.float64(0.43416666666666665)]","[np.float64(-0.3416666666666667), np.float64(-0.014166666666666666)]","[1, 1]","[0, 0]","[0, 0]","[1.4506445000879467, 2.6645055999979377]","[None, 'target']",77,0,77,0,131.08148570009507,,,,,,,,,5,131.07416840014048,131.08148570009507,131.08148570009507,0.017818500055000186,133.72151900012977,"[np.float64(0.3875), np.float64(0.43416666666666665)]","[np.float64(-0.3416666666666667), np.float64(-0.014166666666666666)]","[1, 1]","[0, 0]","[0, 0]","[1.4506445000879467, 2.6645055999979377]","[None, 'target']",,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
78,0,78,[np.float64(-0.15083333333333335)],[np.float64(-0.38666666666666666)],[1],[0],[0],[1.3336625001393259],['target'],78,0,78,0,133.7435518000275,,,,,,,,,5,133.73677800013684,133.7435518000275,133.7435518000275,0.01507379999384284,135.05584700009786,[np.float64(-0.15083333333333335)],[np.float64(-0.38666666666666666)],[1],[0],[0],[1.3336625001393259],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
79,0,79,[np.float64(0.07833333333333334)],[np.float64(-0.004166666666666667)],[1],[0],[0],[1.0985510000027716],['target'],79,0,79,0,135.08509290008806,,,,,,,,,5,135.07651320006698,135.08509290008806,135.08509290008806,0.02049500006251037,136.1551230000332,[np.float64(0.07833333333333334)],[np.float64(-0.004166666666666667)],[1],[0],[0],[1.0985510000027716],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
80,0,80,[np.float64(-0.17)],[np.float64(0.4225)],[1],[0],[0],[2.3832704999949783],['target'],80,0,80,0,136.19396050018258,,,,,,,,,10,136.1830327999778,136.19396050018258,136.19396050018258,0.027673699893057346,138.53930589999072,[np.float64(-0.17)],[np.float64(0.4225)],[1],[0],[0],[2.3832704999949783],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
81,0,81,[np.float64(-0.245)],[np.float64(0.33916666666666667)],[1],[0],[0],[1.099190799985081],['target'],81,0,81,0,138.56396090006456,,,,,,,,,5,138.55611080001108,138.56396090006456,138.56396090006456,0.016529500018805265,139.63934690016322,[np.float64(-0.245)],[np.float64(0.33916666666666667)],[1],[0],[0],[1.099190799985081],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
82,0,82,[np.float64(0.35833333333333334)],[np.float64(-0.2941666666666667)],[1],[0],[0],[1.9481726000085473],['target'],82,0,82,0,139.66214160015807,,,,,,,,,5,139.65442300005816,139.66214160015807,139.66214160015807,0.014901200076565146,141.5883055999875,[np.float64(0.35833333333333334)],[np.float64(-0.2941666666666667)],[1],[0],[0],[1.9481726000085473],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
83,0,83,[np.float64(0.3016666666666667)],[np.float64(0.3466666666666667)],[1],[0],[0],[2.583014199975878],['target'],83,0,83,0,141.62787460000254,,,,,,,,,10,141.6166036000941,141.62787460000254,141.62787460000254,0.028126999968662858,144.17202060017735,[np.float64(0.3016666666666667)],[np.float64(0.3466666666666667)],[1],[0],[0],[2.583014199975878],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
84,0,84,[np.float64(0.42916666666666664)],[np.float64(0.45416666666666666)],[1],[0],[0],[1.3846617999952286],['target'],84,0,84,0,144.1967309000902,,,,,,,,,5,144.187914500013,144.1967309000902,144.1967309000902,0.015684599988162518,145.55744950007647,[np.float64(0.42916666666666664)],[np.float64(0.45416666666666666)],[1],[0],[0],[1.3846617999952286],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
85,0,85,[np.float64(-0.13666666666666666)],[np.float64(0.5)],[1],[0],[0],[2.3625531001016498],['target'],85,0,85,0,145.58134250016883,,,,,,,,,5,145.5735158000607,145.58134250016883,145.58134250016883,0.015808500116690993,147.92084669996984,[np.float64(-0.13666666666666666)],[np.float64(0.5)],[1],[0],[0],[2.3625531001016498],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
86,0,86,[np.float64(-0.4558333333333333)],[np.float64(0.041666666666666664)],[1],[0],[0],[2.5675836000591516],['target'],86,0,86,0,147.9562134000007,,,,,,,,,10,147.94539630017243,147.9562134000007,147.9562134000007,0.024392900057137012,150.4891164000146,[np.float64(-0.4558333333333333)],[np.float64(0.041666666666666664)],[1],[0],[0],[2.5675836000591516],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
87,0,87,[np.float64(-0.2758333333333333)],[np.float64(-0.215)],[1],[0],[0],[1.500759799964726],['target'],87,0,87,0,150.51157640013844,,,,,,,,,5,150.50423740013503,150.51157640013844,150.51157640013844,0.014911399921402335,151.9906476000324,[np.float64(-0.2758333333333333)],[np.float64(-0.215)],[1],[0],[0],[1.500759799964726],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
88,0,88,[np.float64(0.07166666666666667)],[np.float64(0.10916666666666666)],[1],[0],[0],[1.29706159979105],['target'],88,0,88,0,152.0182503000833,,,,,,,,,5,152.01137230009772,152.0182503000833,152.0182503000833,0.020193399861454964,153.28904559998773,[np.float64(0.07166666666666667)],[np.float64(0.10916666666666666)],[1],[0],[0],[1.29706159979105],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
89,0,89,[np.float64(-0.39166666666666666)],[np.float64(0.445)],[1],[0],[0],[1.8144401998724788],['target'],89,0,89,0,153.3126074001193,,,,,,,,,5,153.30513079999946,153.3126074001193,153.3126074001193,0.0158502000849694,155.10433380003087,[np.float64(-0.39166666666666666)],[np.float64(0.445)],[1],[0],[0],[1.8144401998724788],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
90,0,90,[np.float64(-0.13166666666666665)],[np.float64(-0.025)],[1],[0],[0],[1.284633700037375],['target'],90,0,90,0,155.12733280006796,,,,,,,,,5,155.11992710013874,155.12733280006796,155.12733280006796,0.015413400018587708,156.38974710018374,[np.float64(-0.13166666666666665)],[np.float64(-0.025)],[1],[0],[0],[1.284633700037375],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
91,0,91,[np.float64(-0.17583333333333334)],[np.float64(0.285)],[1],[0],[0],[1.247583599993959],['target'],91,0,91,0,156.41444270010106,,,,,,,,,5,156.406142400112,156.41444270010106,156.41444270010106,0.016165199922397733,157.6381705000531,[np.float64(-0.17583333333333334)],[np.float64(0.285)],[1],[0],[0],[1.247583599993959],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
92,0,92,[np.float64(-0.37083333333333335)],[np.float64(-0.019166666666666665)],[1],[0],[0],[1.6476355998311192],['target'],92,0,92,0,157.66087030014023,,,,,,,,,5,157.6535738001112,157.66087030014023,157.66087030014023,0.015218300046399236,159.28650470008142,[np.float64(-0.37083333333333335)],[np.float64(-0.019166666666666665)],[1],[0],[0],[1.6476355998311192],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
93,0,93,[np.float64(0.020833333333333332)],[np.float64(0.021666666666666667)],[1],[0],[0],[1.4174307000357658],['target'],93,0,93,0,159.30624880013056,,,,,,,,,5,159.29918400011957,159.30624880013056,159.30624880013056,0.012548099970445037,160.70451289997436,[np.float64(0.020833333333333332)],[np.float64(0.021666666666666667)],[1],[0],[0],[1.4174307000357658],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
94,0,94,[np.float64(-0.21666666666666667)],[np.float64(0.14833333333333334)],[1],[0],[0],[1.8650380000472069],['target'],94,0,94,0,160.74270540010184,,,,,,,,,10,160.7312005001586,160.74270540010184,160.74270540010184,0.02648690016940236,162.57034650002606,[np.float64(-0.21666666666666667)],[np.float64(0.14833333333333334)],[1],[0],[0],[1.8650380000472069],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
95,0,95,[np.float64(0.4033333333333333)],[np.float64(0.31333333333333335)],[1],[0],[0],[1.884519999846816],['target'],95,0,95,0,162.60985540016554,,,,,,,,,10,162.59940150007606,162.60985540016554,162.60985540016554,0.028778200037777424,164.4557594000362,[np.float64(0.4033333333333333)],[np.float64(0.31333333333333335)],[1],[0],[0],[1.884519999846816],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
96,0,96,"[np.float64(-0.04583333333333333), np.float64(-0.015)]","[np.float64(0.29833333333333334), np.float64(0.29083333333333333)]","[1, 1]","[0, 0]","[0, 0]","[1.3633316000923514, 2.3289133000653237]","[None, 'target']",96,0,96,0,164.48448460013606,,,,,,,,,5,164.47475000005215,164.48448460013606,164.48448460013606,0.018677999963983893,166.78574630012736,"[np.float64(-0.04583333333333333), np.float64(-0.015)]","[np.float64(0.29833333333333334), np.float64(0.29083333333333333)]","[1, 1]","[0, 0]","[0, 0]","[1.3633316000923514, 2.3289133000653237]","[None, 'target']",,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
97,0,97,[np.float64(0.4141666666666667)],[np.float64(0.4558333333333333)],[1],[0],[0],[1.9179483000189066],['target'],97,0,97,0,166.81728289998136,,,,,,,,,10,166.80835880013183,166.81728289998136,166.81728289998136,0.022479699924588203,168.70424400013871,[np.float64(0.4141666666666667)],[np.float64(0.4558333333333333)],[1],[0],[0],[1.9179483000189066],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
98,0,98,[np.float64(-0.465)],[np.float64(0.36333333333333334)],[1],[0],[0],[1.849036900093779],['target'],98,0,98,0,168.74334990000352,,,,,,,,,10,168.73124560015276,168.74334990000352,168.74334990000352,0.02677390002645552,170.55405579996295,[np.float64(-0.465)],[np.float64(0.36333333333333334)],[1],[0],[0],[1.849036900093779],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
99,0,99,[np.float64(-0.11)],[np.float64(0.3775)],[1],[0],[0],[1.548816499998793],['target'],99,0,99,0,170.59299520007335,,,,,,,,,10,170.5815151000861,170.59299520007335,170.59299520007335,0.027197499992325902,172.10365960001945,[np.float64(-0.11)],[np.float64(0.3775)],[1],[0],[0],[1.548816499998793],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
100,0,100,[np.float64(-0.09083333333333334)],[np.float64(0.0875)],[1],[0],[0],[1.2670688999351114],['target'],100,0,100,0,172.13731799996458,,,,,,,,,10,172.12726270011626,172.13731799996458,172.13731799996458,0.02340329997241497,173.371445100056,[np.float64(-0.09083333333333334)],[np.float64(0.0875)],[1],[0],[0],[1.2670688999351114],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
101,0,101,[np.float64(-0.43083333333333335)],[np.float64(0.4533333333333333)],[1],[0],[0],[3.2160255999770015],['target'],101,0,101,0,173.40882260003127,,,,,,,,,10,173.39810840017162,173.40882260003127,173.40882260003127,0.026397100184112787,176.58831250015646,[np.float64(-0.43083333333333335)],[np.float64(0.4533333333333333)],[1],[0],[0],[3.2160255999770015],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
102,0,102,[np.float64(0.2891666666666667)],[np.float64(-0.18583333333333332)],[1],[0],[0],[1.4645046000368893],['target'],102,0,102,0,176.6135874001775,,,,,,,,,5,176.60439210012555,176.6135874001775,176.6135874001775,0.015601299935951829,178.05397920007817,[np.float64(0.2891666666666667)],[np.float64(-0.18583333333333332)],[1],[0],[0],[1.4645046000368893],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
103,0,103,[np.float64(-0.48333333333333334)],[np.float64(0.33416666666666667)],[1],[0],[0],[1.5819686001632363],['target'],103,0,103,0,178.0937640001066,,,,,,,,,10,178.082941000117,178.0937640001066,178.0937640001066,0.028763099806383252,179.63679760019295,[np.float64(-0.48333333333333334)],[np.float64(0.33416666666666667)],[1],[0],[0],[1.5819686001632363],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
104,0,104,[np.float64(-0.44083333333333335)],[np.float64(-0.26666666666666666)],[1],[0],[0],[2.447405599988997],['target'],104,0,104,0,179.67664860002697,,,,,,,,,10,179.6665885001421,179.67664860002697,179.67664860002697,0.02938319998793304,182.0853743001353,[np.float64(-0.44083333333333335)],[np.float64(-0.26666666666666666)],[1],[0],[0],[2.447405599988997],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
105,0,105,[np.float64(0.1525)],[np.float64(-0.23083333333333333)],[1],[0],[0],[1.7829794001299888],['target'],105,0,105,0,182.12276860000566,,,,,,,,,10,182.11136960005388,182.12276860000566,182.12276860000566,0.02572189993225038,183.86918400018476,[np.float64(0.1525)],[np.float64(-0.23083333333333333)],[1],[0],[0],[1.7829794001299888],['target'],,,,,1,001,2025-10-01_16h50.15.457,visual search,,2025.1.1,59.90215581285546,2025-10-01 16h50.21.326278 +0530,
