pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
50,c,10,2,2,c,1,0.2888364000245929,None,2,2,10,2,,,,,24.991775499889627,,24.975494799902663,24.991775499889627,25.974925099872053,25.974925099872053,25.974925099872053,25.974925099872053,25.991451099980623,26.97487820009701,26.97487820009701,27.275337799917907,c,1,0.2888364000245929,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-150,z,11,3,2,z,1,0.2985018000472337,None,2,3,11,3,,,,,27.291318899951875,,27.275698499986902,27.291318899951875,28.274771200027317,28.274771200027317,28.274771200027317,28.274771200027317,28.29136999999173,29.275200000032783,29.275200000032783,29.575319400057197,z,1,0.2985018000472337,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-50,x,12,0,3,x,1,0.38134409999474883,None,3,0,12,0,,,,,29.59138399991207,,29.575667700031772,29.59138399991207,30.574891600059345,30.574891600059345,30.574891600059345,30.574891600059345,30.59123759996146,31.574943699873984,31.574943699873984,31.95850760000758,x,1,0.38134409999474883,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
150,v,13,1,3,v,1,0.2522594998590648,None,3,1,13,1,,,,,31.974598800064996,,31.958887599874288,31.974598800064996,32.95790780009702,32.95790780009702,32.95790780009702,32.95790780009702,32.97444760007784,33.95865579997189,33.95865579997189,34.2252390999347,v,1,0.2522594998590648,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
50,c,14,2,3,c,1,0.2624882000964135,None,3,2,14,2,,,,,34.240887099877,,34.225564300082624,34.240887099877,35.240946100093424,35.240946100093424,35.240946100093424,35.240946100093424,35.240946100093424,36.22434459999204,36.22434459999204,36.491484799887985,c,1,0.2624882000964135,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-150,z,15,3,3,z,1,0.363689900143072,None,3,3,15,3,,,,,36.50763410003856,,36.49188739992678,36.50763410003856,37.490812100004405,37.490812100004405,37.490812100004405,37.490812100004405,37.50764820002951,38.490901599870995,38.490901599870995,38.85827349987812,z,1,0.363689900143072,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-50,x,16,0,4,c,0,0.4601064999587834,None,4,0,16,0,,,,,38.87498639989644,,38.858661599922925,38.87498639989644,39.857547800056636,39.857547800056636,39.857547800056636,39.857547800056636,39.874522200087085,40.874224700033665,40.874224700033665,41.34209390007891,c,0,0.4601064999587834,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
150,v,17,1,4,v,1,0.3084621001034975,None,4,1,17,1,,,,,41.357718700077385,,41.342320299940184,41.357718700077385,42.35729700000957,42.35729700000957,42.35729700000957,42.35729700000957,42.35729700000957,43.35735749988817,43.35735749988817,43.67445020005107,v,1,0.3084621001034975,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
50,c,18,2,4,c,1,0.32665599999018013,None,4,2,18,2,,,,,43.69050489994697,,43.67483690008521,43.69050489994697,44.67396229994483,44.67396229994483,44.67396229994483,44.67396229994483,44.69058709987439,45.67463420005515,45.67463420005515,46.00745419994928,c,1,0.32665599999018013,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-150,z,19,3,4,z,1,0.6069908000063151,None,4,3,19,3,,,,,46.02387850009836,,46.00776410009712,46.02387850009836,47.00781359989196,47.00781359989196,47.00781359989196,47.00781359989196,47.02374100009911,48.00749349989928,48.00749349989928,48.62421049992554,z,1,0.6069908000063151,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-50,x,20,0,5,x,1,0.48543310002423823,None,5,0,20,0,,,,,48.64025439997204,,48.624571199994534,48.64025439997204,49.62436960008927,49.62436960008927,49.62436960008927,49.62436960008927,49.64023740007542,50.62437119986862,50.62437119986862,51.12404039991088,x,1,0.48543310002423823,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
150,v,21,1,5,v,1,0.5039892999920994,None,5,1,21,1,,,,,51.14006519992836,,51.12441170006059,51.14006519992836,52.12380350008607,52.12380350008607,52.12380350008607,52.12380350008607,52.140968000050634,53.123597600031644,53.123597600031644,53.640867499867454,v,1,0.5039892999920994,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
50,c,22,2,5,c,1,0.3682766000274569,None,5,2,22,2,,,,,53.65765219996683,,53.641205799998716,53.65765219996683,54.63988410006277,54.63988410006277,54.63988410006277,54.63988410006277,54.67336139990948,55.656506600091234,55.656506600091234,56.04040529998019,c,1,0.3682766000274569,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-150,z,23,3,5,z,1,0.4995146000292152,None,5,3,23,3,,,,,56.056731699965894,,56.04147809999995,56.056731699965894,57.03995890007354,57.03995890007354,57.03995890007354,57.03995890007354,57.05644330009818,58.04010870005004,58.04010870005004,58.55732970009558,z,1,0.4995146000292152,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-50,x,24,0,6,x,1,0.47277210000902414,None,6,0,24,0,,,,,58.5732396999374,,58.557709800079465,58.5732396999374,59.556993199978024,59.556993199978024,59.556993199978024,59.556993199978024,59.573154099984095,60.5731629000511,60.5731629000511,61.0569162000902,x,1,0.47277210000902414,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
150,v,25,1,6,v,1,0.3660318998154253,None,6,1,25,1,,,,,61.07383830007166,,61.057264500064775,61.07383830007166,62.0563683998771,62.0563683998771,62.0563683998771,62.0563683998771,62.07362959999591,63.05644079996273,63.05644079996273,63.440027500037104,v,1,0.3660318998154253,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
50,c,26,2,6,c,1,0.5956464000046253,None,6,2,26,2,,,,,63.45642569987103,,63.44044899987057,63.45642569987103,64.43938439991325,64.43938439991325,64.43938439991325,64.43938439991325,64.45621540001594,65.43923379993066,65.43923379993066,66.03978469991125,c,1,0.5956464000046253,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-150,z,27,3,6,z,1,0.3688727000262588,None,6,3,27,3,,,,,66.05601390008815,,66.0399911000859,66.05601390008815,67.03930599987507,67.03930599987507,67.03930599987507,67.03930599987507,67.05682970001362,68.03925470006652,68.03925470006652,68.42381509998813,z,1,0.3688727000262588,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-50,x,28,0,7,x,1,0.5372106998693198,None,7,0,28,0,,,,,68.43973349989392,,68.42410099995323,68.43973349989392,69.4391834998969,69.4391834998969,69.4391834998969,69.4391834998969,69.4391834998969,70.43916129996069,70.43916129996069,70.98934319987893,x,1,0.5372106998693198,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
150,v,29,1,7,v,1,0.36753399996086955,None,7,1,29,1,,,,,71.00583739997819,,70.98955939989537,71.00583739997819,71.98911700001918,71.98911700001918,71.98911700001918,71.98911700001918,72.00587529991753,72.98976500006393,72.98976500006393,73.37331840000115,v,1,0.36753399996086955,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
50,c,30,2,7,c,1,0.49864610005170107,None,7,2,30,2,,,,,73.38956669997424,,73.37366409995593,73.38956669997424,74.37250699987635,74.37250699987635,74.37250699987635,74.37250699987635,74.38890910008922,75.3889196999371,75.3889196999371,75.88932120008394,c,1,0.49864610005170107,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-150,z,31,3,7,z,1,0.43012440018355846,None,7,3,31,3,,,,,75.90565140009858,,75.8896711000707,75.90565140009858,76.88897279999219,76.88897279999219,76.88897279999219,76.88897279999219,76.90551509987563,77.88969779992476,77.88969779992476,78.32269609998912,z,1,0.43012440018355846,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-50,x,32,0,8,x,1,0.3993351000826806,None,8,0,32,0,,,,,78.33867829991505,,78.32310610008426,78.33867829991505,79.32222360000014,79.32222360000014,79.32222360000014,79.32222360000014,79.33869299991056,80.32206969987601,80.32206969987601,80.72269849991426,x,1,0.3993351000826806,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
150,v,33,1,8,v,1,0.3113521998748183,None,8,1,33,1,,,,,80.73924949998036,,80.72304180008359,80.73924949998036,81.72181629994884,81.72181629994884,81.72181629994884,81.72181629994884,81.73854749999009,82.72199039999396,82.72199039999396,83.03930819989182,v,1,0.3113521998748183,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
50,c,34,2,8,c,1,0.3389071999117732,None,8,2,34,2,,,,,83.05509139993228,,83.0395122000482,83.05509139993228,84.03857679991052,84.03857679991052,84.03857679991052,84.03857679991052,84.05540509987622,85.03846860001795,85.03846860001795,85.38895930000581,c,1,0.3389071999117732,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-150,z,35,3,8,z,1,0.5231398998294026,None,8,3,35,3,,,,,85.4051864000503,,85.38938020006754,85.4051864000503,86.38828549999744,86.38828549999744,86.38828549999744,86.38828549999744,86.4051341000013,87.38847470004112,87.38847470004112,87.92248720000498,z,1,0.5231398998294026,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-50,x,36,0,9,x,1,0.4830923001281917,None,9,0,36,0,,,,,87.93830869998783,,87.92282609990798,87.93830869998783,88.92148309992626,88.92148309992626,88.92148309992626,88.92148309992626,88.9390706999693,89.9215587999206,89.9215587999206,90.42192679992877,x,1,0.4830923001281917,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
150,v,37,1,9,v,1,0.681212899973616,None,9,1,37,1,,,,,90.4381172999274,,90.42223190004006,90.4381172999274,91.42210930003785,91.42210930003785,91.42210930003785,91.42210930003785,91.437846200075,92.42205199995078,92.42205199995078,93.10516589996405,v,1,0.681212899973616,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
50,c,38,2,9,c,1,0.6298080999404192,None,9,2,38,2,,,,,93.12196610006504,,93.10551150003448,93.12196610006504,94.105034600012,94.105034600012,94.105034600012,94.105034600012,94.12192029994912,95.10479929996654,95.10479929996654,95.73820980009623,c,1,0.6298080999404192,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-150,z,39,3,9,z,1,0.6296416001860052,None,9,3,39,3,,,,,95.75459149992093,,95.73854859988205,95.75459149992093,96.7378871999681,96.7378871999681,96.7378871999681,96.7378871999681,96.75459509994835,97.73794970009476,97.73794970009476,98.3718785000965,z,1,0.6296416001860052,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-50,x,40,0,10,x,1,0.5744791999459267,None,10,0,40,0,,,,,98.38771050004289,,98.37223419989459,98.38771050004289,99.37160290009342,99.37160290009342,99.37160290009342,99.37160290009342,99.38775929994881,100.37111350009218,100.37111350009218,100.95459909993224,x,1,0.5744791999459267,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
150,v,41,1,10,v,1,0.5761460000649095,None,10,1,41,1,,,,,100.97087459987961,,100.95485390000977,100.97087459987961,101.9544528000988,101.9544528000988,101.9544528000988,101.9544528000988,101.9710647999309,102.95434370008297,102.95434370008297,103.53799939993769,v,1,0.5761460000649095,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
50,c,42,2,10,c,1,0.6350585999898612,None,10,2,42,2,,,,,103.55423910007812,,103.53830319992267,103.55423910007812,104.53786979988217,104.53786979988217,104.53786979988217,104.53786979988217,104.55431609996594,105.53828409989364,105.53828409989364,106.18773839995265,c,1,0.6350585999898612,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-150,z,43,3,10,z,1,0.5326971998438239,None,10,3,43,3,,,,,106.20418790006079,,106.18807299993932,106.20418790006079,107.18738109990954,107.18738109990954,107.18738109990954,107.18738109990954,107.20407229987904,108.18734699999914,108.18734699999914,108.7211311000865,z,1,0.5326971998438239,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-50,x,44,0,11,x,1,0.4131471998989582,None,11,0,44,0,,,,,108.73731320002116,,108.7214814000763,108.73731320002116,109.72045779996552,109.72045779996552,109.72045779996552,109.72045779996552,109.73713389993645,110.72079279995523,110.72079279995523,111.1374309998937,x,1,0.4131471998989582,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
150,v,45,1,11,v,1,0.7999361997935921,None,11,1,45,1,,,,,111.1536524000112,,111.13774939998984,111.1536524000112,112.13713539997116,112.13713539997116,112.13713539997116,112.13713539997116,112.15388230001554,113.1369352999609,113.1369352999609,113.95431190007366,v,1,0.7999361997935921,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
50,c,46,2,11,c,1,0.5997556999791414,None,11,2,46,2,,,,,113.9708853000775,,113.95464919996448,113.9708853000775,114.95364059996791,114.95364059996791,114.95364059996791,114.95364059996791,114.97032089997083,115.95399360009469,115.95399360009469,116.57087689987384,c,1,0.5997556999791414,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-150,z,47,3,11,z,1,0.31556699983775616,None,11,3,47,3,,,,,116.58690089988522,,116.57121239998378,116.58690089988522,117.57025670004077,117.57025670004077,117.57025670004077,117.57025670004077,117.58691300009377,118.57023370009847,118.57023370009847,118.88742209994234,z,1,0.31556699983775616,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-50,x,48,0,12,x,1,0.37121449992991984,None,12,0,48,0,,,,,118.90327059989795,,118.88797949999571,118.90327059989795,119.8867343000602,119.8867343000602,119.8867343000602,119.8867343000602,119.90353140002117,120.88654219987802,120.88654219987802,121.27047210000455,x,1,0.37121449992991984,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
150,v,49,1,12,v,1,0.4461433000396937,None,12,1,49,1,,,,,121.28652399987914,,121.27083509997465,121.28652399987914,122.2706430000253,122.2706430000253,122.2706430000253,122.2706430000253,122.2866787998937,123.27035859995522,123.27035859995522,123.72003209986724,v,1,0.4461433000396937,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
50,c,50,2,12,c,1,0.2893440001644194,None,12,2,50,2,,,,,123.73642929992639,,123.7202629998792,123.73642929992639,124.71982529992238,124.71982529992238,124.71982529992238,124.71982529992238,124.7362752999179,125.7206470000092,125.7206470000092,126.02058809995651,c,1,0.2893440001644194,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-150,z,51,3,12,z,1,0.5767918999772519,None,12,3,51,3,,,,,126.0362635999918,,126.02090319991112,126.0362635999918,127.01967930002138,127.01967930002138,127.01967930002138,127.01967930002138,127.03631029999815,128.0203817000147,128.0203817000147,128.6032841000706,z,1,0.5767918999772519,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-50,x,52,0,13,x,1,0.3351321001537144,None,13,0,52,0,,,,,128.62048660009168,,128.60356560000218,128.62048660009168,129.60314520006068,129.60314520006068,129.60314520006068,129.60314520006068,129.62038389989175,130.60309319989756,130.60309319989756,130.95316160004586,x,1,0.3351321001537144,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
150,v,53,1,13,v,1,0.3686413001269102,None,13,1,53,1,,,,,130.97013480006717,,130.95347269997,130.97013480006717,131.95301919989288,131.95301919989288,131.95301919989288,131.95301919989288,131.97017990006134,132.95260429987684,132.95260429987684,133.3363675000146,v,1,0.3686413001269102,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
50,c,54,2,13,c,1,0.3061627000570297,None,13,2,54,2,,,,,133.35302449995652,,133.33668070007116,133.35302449995652,134.33593990001827,134.33593990001827,134.33593990001827,134.33593990001827,134.35267949989066,135.33584129996598,135.33584129996598,135.65374420001172,c,1,0.3061627000570297,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-150,z,55,3,13,z,1,0.5128678998444229,None,13,3,55,3,,,,,135.66924339998513,,135.6540149000939,135.66924339998513,136.65268729999661,136.65268729999661,136.65268729999661,136.65268729999661,136.66926570003852,137.6694086000789,137.6694086000789,138.1868386999704,z,1,0.5128678998444229,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-50,x,56,0,14,x,1,0.6626093999948353,None,14,0,56,0,,,,,138.20268819993362,,138.18718059989624,138.20268819993362,139.18581940000877,139.18581940000877,139.18581940000877,139.18581940000877,139.20264729997143,140.18585240002722,140.18585240002722,140.85244169994257,x,1,0.6626093999948353,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
150,v,57,1,14,v,1,0.36599840014241636,None,14,1,57,1,,,,,140.86898969998583,,140.85272839991376,140.86898969998583,141.85230230004527,141.85230230004527,141.85230230004527,141.85230230004527,141.86906490009278,142.85241260007024,142.85241260007024,143.23577839997597,v,1,0.36599840014241636,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
50,c,58,2,14,c,1,0.2890031998977065,None,14,2,58,2,,,,,143.2522843000479,,143.2360998999793,143.2522843000479,144.23537459992804,144.23537459992804,144.23537459992804,144.23537459992804,144.25240710005164,145.23548740008846,145.23548740008846,145.53618609998375,c,1,0.2890031998977065,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-150,z,59,3,14,z,1,0.6184974999632686,None,14,3,59,3,,,,,145.55243070004508,,145.53644969989546,145.55243070004508,146.53609189996496,146.53609189996496,146.53609189996496,146.53609189996496,146.55248489999212,147.53498300001957,147.53498300001957,148.16920319991186,z,1,0.6184974999632686,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
-50,x,60,0,15,x,1,0.7123734999913722,None,15,0,60,0,,,,,148.18518209992908,,148.16952249989845,148.18518209992908,149.17001529992558,149.17001529992558,149.17001529992558,149.17001529992558,149.18559510004707,150.16884589986876,150.16884589986876,150.88548350008205,x,1,0.7123734999913722,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
150,v,61,1,15,v,1,0.3466673002112657,None,15,1,61,1,,,,,150.90191689995117,,150.88578279991634,150.90191689995117,151.88514690008014,151.88514690008014,151.88514690008014,151.88514690008014,151.90187219996005,152.88509820005856,152.88509820005856,153.23553629987873,v,1,0.3466673002112657,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
50,c,62,2,15,c,1,0.2426716999616474,None,15,2,62,2,,,,,153.25180110009387,,153.23576519987546,153.25180110009387,154.23535319999792,154.23535319999792,154.23535319999792,154.23535319999792,154.25120460009202,155.23483409988694,155.23483409988694,155.48472140007652,c,1,0.2426716999616474,None,,,,,1,001,2025-10-05_12h22.30.412,sequence_learning,,2025.1.1,59.91830732972228,2025-10-05 12h22.37.431000 +0530,
