pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,88,0,22,x,1,0.29560250020585954,None,22,0,88,0,,,,,211.89499370008707,,211.880566699896,211.89499370008707,212.89531849999912,212.89531849999912,212.89531849999912,212.89531849999912,212.89531849999912,213.89537800010294,213.89537800010294,214.19561899988912,x,1,0.29560250020585954,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
150,v,89,1,22,v,1,0.34097009990364313,None,22,1,89,1,,,,,214.21162230009213,,214.19614939996973,214.21162230009213,215.21126769995317,215.21126769995317,215.21126769995317,215.21126769995317,215.21126769995317,216.19492939999327,216.19492939999327,216.5460345998872,v,1,0.34097009990364313,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
50,c,90,2,22,c,1,0.2756260000169277,None,22,2,90,2,,,,,216.56170399999246,,216.54656679998152,216.56170399999246,217.56181250000373,217.56181250000373,217.56181250000373,217.56181250000373,217.56181250000373,218.56144009996206,218.56144009996206,218.84623149991967,c,1,0.2756260000169277,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
-150,z,91,3,22,z,1,0.3627292001619935,None,22,3,91,3,,,,,218.86135099991225,,218.8470441000536,218.86135099991225,219.86127649992704,219.86127649992704,219.86127649992704,219.86127649992704,219.86127649992704,220.86179449991323,220.86179449991323,221.22836509998888,z,1,0.3627292001619935,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
-50,x,92,0,23,x,1,0.2961836999747902,None,23,0,92,0,,,,,221.24426799989305,,221.228881200077,221.24426799989305,222.22809810005128,222.22809810005128,222.22809810005128,222.22809810005128,222.24497250001878,223.22735489998013,223.22735489998013,223.5283435001038,x,1,0.2961836999747902,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
150,v,93,1,23,v,1,0.3851574999280274,None,23,1,93,1,,,,,223.54490859992802,,223.52881200006232,223.54490859992802,224.52792940009385,224.52792940009385,224.52792940009385,224.52792940009385,224.5448598000221,225.5276536999736,225.5276536999736,225.92906180000864,v,1,0.3851574999280274,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
50,c,94,2,23,c,1,0.33354480005800724,None,23,2,94,2,,,,,225.9442080000881,,225.92961180000566,225.9442080000881,226.94445360009558,226.94445360009558,226.94445360009558,226.94445360009558,226.94445360009558,227.94411829998717,227.94411829998717,228.2950969999656,c,1,0.33354480005800724,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
-150,z,95,3,23,z,1,0.2995269000530243,None,23,3,95,3,,,,,228.31108570005745,,228.2956042001024,228.31108570005745,229.2946109001059,229.2946109001059,229.2946109001059,229.2946109001059,229.31066130008548,230.2943504001014,230.2943504001014,230.59531409991905,z,1,0.2995269000530243,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
-50,x,96,0,24,x,1,0.31593580008484423,None,24,0,96,0,,,,,230.6108583000023,,230.59598609991372,230.6108583000023,231.6103908000514,231.6103908000514,231.6103908000514,231.6103908000514,231.6103908000514,232.61072980007157,232.61072980007157,232.92842720006593,x,1,0.31593580008484423,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
150,v,97,1,24,v,1,0.2843353000935167,None,24,1,97,1,,,,,232.94424910005182,,232.92909560003318,232.94424910005182,233.92732249991968,233.92732249991968,233.92732249991968,233.92732249991968,233.94426020001993,234.92694490007125,234.92694490007125,235.2277889000252,v,1,0.2843353000935167,None,,,,,3,001,2025-10-05_14h52.44.174,sequence_learning,,2025.1.1,59.88985052904977,2025-10-05 14h52.54.585130 +0530,
