Study_word,thisN,thisTrialN,thisRepN,Studyslider.response,Studyslider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Studytext.started,Studyslider.started,trial.stopped,trials.Studyslider.response,trials.Studyslider.rt,test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,TestText.stopped,test_textbox.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,299,19,14,,,_a_bl_,Marble,old,marble,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[4.74468830000842],['submit_text'],,,,,14,19,299,11,1260.56299939999,,,,,,,,1260.5530660999939,1260.56299939999,1260.56299939999,1260.56299939999,0.0031251999898813665,1265.2998754,marble,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[4.74468830000842],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,300,0,15,,,K_y_,Keys,old,keys,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[2.76081599999452],['submit_text'],,,,,15,0,300,8,1265.313109700015,,,,,,,,1265.3030819999985,1265.313109700015,1265.313109700015,1265.313109700015,0.003091499995207414,1268.0658085999894,keys,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[2.76081599999452],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,301,1,15,,,l_pt_p,Laptop,old,laptop,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[4.060439800028689],['submit_text'],,,,,15,1,301,0,1268.0793142000039,,,,,,,,1268.0692015000095,1268.0793142000039,1268.0793142000039,1268.0793142000039,0.003275399998528883,1272.1314713000029,laptop,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[4.060439800028689],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,302,2,15,,,ta_l_,Table,new,table,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[4.527825000026496],['submit_text'],,,,,15,2,302,15,1272.1457935000071,,,,,,,,1272.1353772000002,1272.1457935000071,1272.1457935000071,1272.1457935000071,0.0037884000048507005,1276.6652650999895,table,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[4.527825000026496],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,303,3,15,,,P_as_tr_,Pastry,old,pastry,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[3.128129299991997],['submit_text'],,,,,15,3,303,4,1276.679165700014,,,,,,,,1276.6685821000137,1276.679165700014,1276.679165700014,1276.679165700014,0.0031900999892968684,1279.798717800004,pastry,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[3.128129299991997],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,304,4,15,,,_ha_t,Chart,old,chart,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[2.544714699994074],['submit_text'],,,,,15,4,304,1,1279.8121319999918,,,,,,,,1279.802062200004,1279.8121319999918,1279.8121319999918,1279.8121319999918,0.0032266000052914023,1282.3499578000046,chart,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[2.544714699994074],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,305,5,15,,,_a_bl_,Marble,old,marble,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[4.208389700012049],['submit_text'],,,,,15,5,305,11,1282.36475909999,,,,,,,,1282.354301799991,1282.36475909999,1282.36475909999,1282.36475909999,0.004164899990428239,1286.5647993000166,marble,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[4.208389700012049],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,306,6,15,,,P_st_r,Poster,old,pastry,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[2.778431399987312],['submit_text'],,,,,15,6,306,9,1286.5788174000045,,,,,,,,1286.5679482000123,1286.5788174000045,1286.5788174000045,1286.5788174000045,0.0030224999936763197,1289.3483502000163,pastry,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[2.778431399987312],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,307,7,15,,,c_s_,Case,old,case,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[2.743985100009013],['submit_text'],,,,,15,7,307,5,1289.3615886000043,,,,,,,,1289.3514069000084,1289.3615886000043,1289.3615886000043,1289.3615886000043,0.0029377999890130013,1292.0975850000104,case,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[2.743985100009013],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,308,8,15,,,P_li_e,Police,old,police,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[2.944650699995691],['submit_text'],,,,,15,8,308,7,1292.1113456000166,,,,,,,,1292.101416599995,1292.1113456000166,1292.1113456000166,1292.1113456000166,0.0036968000058550388,1295.0481631000002,police,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[2.944650699995691],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,309,9,15,,,_ho_e,Phone,old,choke,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[3.1767252000281587],['submit_text'],,,,,15,9,309,12,1295.0627302000066,,,,,,,,1295.0520892000059,1295.0627302000066,1295.0627302000066,1295.0627302000066,0.003809299989370629,1298.2309561000147,choke,[np.float64(0.023333333333333334)],[np.float64(-0.31166666666666665)],[1],[0],[0],[3.1767252000281587],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,310,10,15,,,bo_t_e,Bottle,new,bottle,[np.float64(-0.021666666666666667)],[np.float64(-0.30583333333333335)],[1],[0],[0],[7.194512700021733],['submit_text'],,,,,15,10,310,18,1298.244887000008,,,,,,,,1298.2341292999918,1298.244887000008,1298.244887000008,1298.244887000008,0.0030513000092469156,1305.4311859000009,bottle,[np.float64(-0.021666666666666667)],[np.float64(-0.30583333333333335)],[1],[0],[0],[7.194512700021733],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,311,11,15,,,_ru_is_,Cruise,old,cruise,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[6.096798300015507],['submit_text'],,,,,15,11,311,6,1305.4474604999996,,,,,,,,1305.435580999998,1305.4474604999996,1305.4474604999996,1305.4474604999996,0.004238500026986003,1311.534939300007,cruise,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[6.096798300015507],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,312,12,15,,,_ou_se,mouse,old,mouse,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.471841399994446],['submit_text'],,,,,15,12,312,3,1311.5504552999919,,,,,,,,1311.539155400009,1311.5504552999919,1311.5504552999919,1311.5504552999919,0.004072999989148229,1314.0131994000112,mouse,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.471841399994446],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,313,13,15,,,_o_rd,Board,old,hoard,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.2283009000238962],['submit_text'],,,,,15,13,313,10,1314.0274737,,,,,,,,1314.0166674999928,1314.0274737,1314.0274737,1314.0274737,0.003331000014441088,1317.2469630000123,hoard,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.2283009000238962],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,314,14,15,,,T_hi_t,Tshirt,old,tshirt,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[4.860900600004243],['submit_text'],,,,,15,14,314,2,1317.2600781999936,,,,,,,,1317.2500656000047,1317.2600781999936,1317.2600781999936,1317.2600781999936,0.0029719999874942005,1322.113211399992,tshirt,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[4.860900600004243],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,315,15,15,,,c_s_io_,Cushion,old,cushion,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.9613444000133313],['submit_text'],,,,,15,15,315,14,1322.1270852000162,,,,,,,,1322.1163774000015,1322.1270852000162,1322.1270852000162,1322.1270852000162,0.003042199998162687,1325.0797729000042,cushion,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.9613444000133313],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,316,16,15,,,p_nc_l,Pencil,new,pencil,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.677845400001388],['submit_text'],,,,,15,16,316,16,1325.0930583000008,,,,,,,,1325.0831561000086,1325.0930583000008,1325.0930583000008,1325.0930583000008,0.0032581999839749187,1328.7638024000044,pencil,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.677845400001388],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,317,17,15,,,v_s_,Vase,new,vase,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.561189200001536],['submit_text'],,,,,15,17,317,17,1328.7802555999951,,,,,,,,1328.7677928000048,1328.7802555999951,1328.7802555999951,1328.7802555999951,0.0038235999818425626,1331.331519600004,vase,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.561189200001536],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,318,18,15,,,c_m_ra,Camera,new,camera,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.542542199982563],['submit_text'],,,,,15,18,318,19,1331.3451426000101,,,,,,,,1331.3351428000024,1331.3451426000101,1331.3451426000101,1331.3451426000101,0.0034710000036284328,1333.8798471000046,camera,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.542542199982563],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,319,19,15,,,_oo_,Book,old,book,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.327088999998523],['submit_text'],,,,,15,19,319,13,1333.894185799989,,,,,,,,1333.8828684999899,1333.894185799989,1333.894185799989,1333.894185799989,0.002898200007621199,1336.2122693000128,book,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.327088999998523],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,320,0,16,,,_a_bl_,Marble,old,marble,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.511266200017417],['submit_text'],,,,,16,0,320,11,1336.2259391999978,,,,,,,,1336.2159251999983,1336.2259391999978,1336.2259391999978,1336.2259391999978,0.003504899999825284,1339.7296144000138,marble,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.511266200017417],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,321,1,16,,,P_as_tr_,Pastry,old,pastry,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[4.112988399981987],['submit_text'],,,,,16,1,321,4,1339.7424006999936,,,,,,,,1339.732885400008,1339.7424006999936,1339.7424006999936,1339.7424006999936,0.003122199996141717,1343.8481884000066,pastry,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[4.112988399981987],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,322,2,16,,,bo_t_e,Bottle,new,bottle,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.8756930000090506],['submit_text'],,,,,16,2,322,18,1343.8621682999947,,,,,,,,1343.8513814999897,1343.8621682999947,1343.8621682999947,1343.8621682999947,0.003069600003072992,1346.7290763999918,bottle,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.8756930000090506],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,323,3,16,,,v_s_,Vase,new,vase,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.709995200013509],['submit_text'],,,,,16,3,323,17,1346.7430161999946,,,,,,,,1346.733601200016,1346.7430161999946,1346.7430161999946,1346.7430161999946,0.004417200019815937,1349.446242200007,vase,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.709995200013509],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,324,4,16,,,_ou_se,mouse,old,house,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[4.8265587000059895],['submit_text'],,,,,16,4,324,3,1349.458720499999,,,,,,,,1349.4498516000167,1349.458720499999,1349.458720499999,1349.458720499999,0.0034673999762162566,1354.279272499989,house,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[4.8265587000059895],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,325,5,16,,,T_hi_t,Tshirt,old,tshirt,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.5932912999996915],['submit_text'],,,,,16,5,325,2,1354.2915699000005,,,,,,,,1354.2828609000135,1354.2915699000005,1354.2915699000005,1354.2915699000005,0.0034565000096336007,1356.8782816000166,tshirt,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.5932912999996915],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,326,6,16,,,c_s_,Case,old,case,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.328516200010199],['submit_text'],,,,,16,6,326,5,1356.8915732000023,,,,,,,,1356.8812187000003,1356.8915732000023,1356.8915732000023,1356.8915732000023,0.0028088999970350415,1359.211895000015,case,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.328516200010199],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,327,7,16,,,K_y_,Keys,old,keys,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.2606424000114202],['submit_text'],,,,,16,7,327,8,1359.2252033000113,,,,,,,,1359.214877499995,1359.2252033000113,1359.2252033000113,1359.2252033000113,0.002865999995265156,1361.4778032999893,keys,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.2606424000114202],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,328,8,16,,,_ru_is_,Cruise,old,cruise,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.1282296999997925],['submit_text'],,,,,16,8,328,6,1361.4914745000133,,,,,,,,1361.4813913000107,1361.4914745000133,1361.4914745000133,1361.4914745000133,0.0034525000082794577,1364.612369200011,cruise,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.1282296999997925],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,329,9,16,,,_ho_e,Phone,old,choke,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.108709699998144],['submit_text'],,,,,16,9,329,12,1364.628870799992,,,,,,,,1364.617043300008,1364.628870799992,1364.628870799992,1364.628870799992,0.004475199995795265,1367.7290256000124,choke,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.108709699998144],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,330,10,16,,,p_nc_l,Pencil,new,pencil,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.179203600011533],['submit_text'],,,,,16,10,330,16,1367.7444619000016,,,,,,,,1367.7331333000038,1367.7444619000016,1367.7444619000016,1367.7444619000016,0.003926999983377755,1370.9153057000076,pencil,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.179203600011533],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,331,11,16,,,c_s_io_,Cushion,old,cushion,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.7724735000228975],['submit_text'],,,,,16,11,331,14,1370.932032200013,,,,,,,,1370.9194143000059,1370.932032200013,1370.932032200013,1370.932032200013,0.0039558999997098,1374.6943640999962,cushion,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.7724735000228975],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,332,12,16,,,_o_rd,Board,old,hoard,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.643573200009996],['submit_text'],,,,,16,12,332,10,1374.7085685000056,,,,,,,,1374.6984126000025,1374.7085685000056,1374.7085685000056,1374.7085685000056,0.003911700012395158,1378.3441355999967,hoard,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.643573200009996],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,333,13,16,,,_oo_,Book,old,book,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.6445377000200097],['submit_text'],,,,,16,13,333,13,1378.357326199999,,,,,,,,1378.3471722000104,1378.357326199999,1378.357326199999,1378.357326199999,0.0029067000141367316,1380.9946704999893,book,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.6445377000200097],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,334,14,16,,,P_st_r,Poster,old,pastry,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.0429304000281263],['submit_text'],,,,,16,14,334,9,1381.0136965000129,,,,,,,,1380.99922279999,1381.0136965000129,1381.0136965000129,1381.0136965000129,0.004380200000014156,1384.044419200014,pastry,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[3.0429304000281263],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,335,15,16,,,ta_l_,Table,new,table,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.6772195999801625],['submit_text'],,,,,16,15,335,15,1384.0594408999896,,,,,,,,1384.047545600013,1384.0594408999896,1384.0594408999896,1384.0594408999896,0.0029975000070407987,1386.726875799999,table,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.6772195999801625],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,336,16,16,,,_ha_t,Chart,old,chart,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.8117923000245355],['submit_text'],,,,,16,16,336,1,1386.7406069000135,,,,,,,,1386.7296477000054,1386.7406069000135,1386.7406069000135,1386.7406069000135,0.002667499997187406,1389.5436447999964,chart,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[2.8117923000245355],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,337,17,16,,,l_pt_p,Laptop,old,laptop,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[4.476989599992521],['submit_text'],,,,,16,17,337,0,1389.5567597000045,,,,,,,,1389.5468952000083,1389.5567597000045,1389.5567597000045,1389.5567597000045,0.003135700011625886,1394.0263793999911,laptop,[np.float64(-0.0175)],[np.float64(-0.2975)],[1],[0],[0],[4.476989599992521],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,338,18,16,,,P_li_e,Police,old,"police
",[np.float64(0.0033333333333333335)],[np.float64(-0.3175)],[1],[0],[0],[4.4979599000071175],['submit_text'],,,,,16,18,338,7,1394.039972300001,,,,,,,,1394.0297560000035,1394.039972300001,1394.039972300001,1394.039972300001,0.0032447999983560294,1398.5304965999967,"police
",[np.float64(0.0033333333333333335)],[np.float64(-0.3175)],[1],[0],[0],[4.4979599000071175],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,339,19,16,,,c_m_ra,Camera,new,camera,[np.float64(0.0033333333333333335)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.872299800015753],['submit_text'],,,,,16,19,339,19,1398.5454978999915,,,,,,,,1398.534659900004,1398.5454978999915,1398.5454978999915,1398.5454978999915,0.004021800006739795,1401.409387599997,camera,[np.float64(0.0033333333333333335)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.872299800015753],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,340,0,17,,,P_as_tr_,Pastry,old,pastry,[np.float64(0.0033333333333333335)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.11058989999583],['submit_text'],,,,,17,0,340,4,1401.4228193000017,,,,,,,,1401.4138425000128,1401.4228193000017,1401.4228193000017,1401.4228193000017,0.004231900005834177,1403.5267848999938,pastry,[np.float64(0.0033333333333333335)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.11058989999583],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,341,1,17,,,c_s_,Case,old,case,[np.float64(0.0033333333333333335)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.4779069000214804],['submit_text'],,,,,17,1,341,5,1403.5394331999996,,,,,,,,1403.5300507000065,1403.5394331999996,1403.5394331999996,1403.5394331999996,0.0031402999884448946,1406.0105238000106,case,[np.float64(0.0033333333333333335)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.4779069000214804],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,342,2,17,,,bo_t_e,Bottle,new,bottle,[np.float64(0.0033333333333333335)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.3606076999858487],['submit_text'],,,,,17,2,342,18,1406.0231292000099,,,,,,,,1406.0136431000137,1406.0231292000099,1406.0231292000099,1406.0231292000099,0.0029892000020481646,1408.3769068999973,bottle,[np.float64(0.0033333333333333335)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.3606076999858487],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,343,3,17,,,p_nc_l,Pencil,new,pencil,[np.float64(0.0033333333333333335)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.643611800012877],['submit_text'],,,,,17,3,343,16,1408.3913670000038,,,,,,,,1408.3804313,1408.3913670000038,1408.3913670000038,1408.3913670000038,0.0033745000255294144,1411.0262828000123,pencil,[np.float64(0.0033333333333333335)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.643611800012877],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,344,4,17,,,_oo_,Book,old,book,[np.float64(0.0033333333333333335)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.3444862000178546],['submit_text'],,,,,17,4,344,13,1411.0392715999915,,,,,,,,1411.0292302999878,1411.0392715999915,1411.0392715999915,1411.0392715999915,0.0028371000080369413,1413.3761655999988,book,[np.float64(0.0033333333333333335)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.3444862000178546],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,345,5,17,,,P_li_e,Police,old,police,[np.float64(0.0033333333333333335)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.6268429000047036],['submit_text'],,,,,17,5,345,7,1413.3887279999908,,,,,,,,1413.3793874999974,1413.3887279999908,1413.3887279999908,1413.3887279999908,0.0030909000197425485,1416.0089582999935,police,[np.float64(0.0033333333333333335)],[np.float64(-0.30666666666666664)],[1],[0],[0],[2.6268429000047036],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
,346,6,17,,,_o_rd,Board,old,hoard,[np.float64(0.0033333333333333335)],[np.float64(-0.30666666666666664)],[1],[0],[0],[3.843499900016468],['submit_text'],,,,,17,6,346,10,1416.0252505000099,,,,,,,,1416.0128541000013,1416.0252505000099,1416.0252505000099,1416.0252505000099,0.003744200017536059,1419.858461099997,hoard,[np.float64(0.0033333333333333335)],[np.float64(-0.30666666666666664)],[1],[0],[0],[3.843499900016468],['submit_text'],,,1,001,2025-10-16_09h42.12.223,priming_exp,,2025.1.1,60.014931709933705,2025-10-16 09h42.16.364635 +0530,
