thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,text.started,key_resp.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,Thank_you_.started,text_2.started,text_2.stopped,Thank_you_.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
133,0,133,[np.float64(0.31333333333333335)],[np.float64(-0.26666666666666666)],[1],[0],[0],[2.5994225998874754],['target'],133,0,133,0,289.1987103000283,,,,,,,,,10,289.18969320016913,289.1987103000283,289.1987103000283,0.02382849995046854,291.7656440001447,[np.float64(0.31333333333333335)],[np.float64(-0.26666666666666666)],[1],[0],[0],[2.5994225998874754],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
134,0,134,[np.float64(-0.39166666666666666)],[np.float64(0.46)],[1],[0],[0],[2.5825972999446094],['target'],134,0,134,0,291.7943379001226,,,,,,,,,10,291.7857764000073,291.7943379001226,291.7943379001226,0.019962400197982788,294.3487841000315,[np.float64(-0.39166666666666666)],[np.float64(0.46)],[1],[0],[0],[2.5825972999446094],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
135,0,135,[np.float64(0.33416666666666667)],[np.float64(0.06583333333333333)],[1],[0],[0],[2.799388299928978],['target'],135,0,135,0,294.3643674000632,,,,,,,,,5,294.3589970001485,294.3643674000632,294.3643674000632,0.01005890010856092,297.1486843000166,[np.float64(0.33416666666666667)],[np.float64(0.06583333333333333)],[1],[0],[0],[2.799388299928978],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
136,0,136,[np.float64(0.26666666666666666)],[np.float64(-0.2891666666666667)],[1],[0],[0],[2.449775699991733],['target'],136,0,136,0,297.1648544999771,,,,,,,,,5,297.1591410001274,297.1648544999771,297.1648544999771,0.010363900102674961,299.59885150007904,[np.float64(0.26666666666666666)],[np.float64(-0.2891666666666667)],[1],[0],[0],[2.449775699991733],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
137,0,137,[np.float64(-0.11083333333333334)],[np.float64(0.06583333333333333)],[1],[0],[0],[1.6153587000444531],['target'],137,0,137,0,299.62641310016625,,,,,,,,,10,299.61684789997526,299.62641310016625,299.62641310016625,0.01789830019697547,301.21460020006634,[np.float64(-0.11083333333333334)],[np.float64(0.06583333333333333)],[1],[0],[0],[1.6153587000444531],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
138,0,138,[np.float64(-0.4925)],[np.float64(0.25916666666666666)],[1],[0],[0],[3.266871700063348],['target'],138,0,138,0,301.24395909998566,,,,,,,,,10,301.2336830000859,301.24395909998566,301.24395909998566,0.019000699976459146,304.48184889997356,[np.float64(-0.4925)],[np.float64(0.25916666666666666)],[1],[0],[0],[3.266871700063348],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
139,0,139,[np.float64(0.14583333333333334)],[np.float64(0.4975)],[1],[0],[0],[8.816222300054505],['target'],139,0,139,0,304.50756109994836,,,,,,,,,10,304.49966850015335,304.50756109994836,304.50756109994836,0.017691700020805,313.29849950014614,[np.float64(0.14583333333333334)],[np.float64(0.4975)],[1],[0],[0],[8.816222300054505],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
140,0,140,[np.float64(-0.16833333333333333)],[np.float64(0.41833333333333333)],[1],[0],[0],[1.332604399882257],['target'],140,0,140,0,313.32524550007656,,,,,,,,,10,313.3177159000188,313.32524550007656,313.32524550007656,0.019073900068178773,314.63160670013167,[np.float64(-0.16833333333333333)],[np.float64(0.41833333333333333)],[1],[0],[0],[1.332604399882257],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
141,0,141,[np.float64(-0.4725)],[np.float64(-0.2866666666666667)],[1],[0],[0],[1.5316663000267],['target'],141,0,141,0,314.6497257000301,,,,,,,,,5,314.64407030004077,314.6497257000301,314.6497257000301,0.01226340001448989,316.16384709998965,[np.float64(-0.4725)],[np.float64(-0.2866666666666667)],[1],[0],[0],[1.5316663000267],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
142,0,142,[np.float64(-0.3566666666666667)],[np.float64(0.08)],[1],[0],[0],[1.600022500148043],['target'],142,0,142,0,316.19180739996955,,,,,,,,,10,316.18277009995654,316.19180739996955,316.19180739996955,0.01883880002424121,317.764220100129,[np.float64(-0.3566666666666667)],[np.float64(0.08)],[1],[0],[0],[1.600022500148043],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
143,0,143,[np.float64(-0.16)],[np.float64(-0.0625)],[1],[0],[0],[1.2329597999341786],['target'],143,0,143,0,317.7961762000341,,,,,,,,,10,317.78581200004555,317.7961762000341,317.7961762000341,0.02146590012125671,318.9975890000351,[np.float64(-0.16)],[np.float64(-0.0625)],[1],[0],[0],[1.2329597999341786],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
144,0,144,[np.float64(0.03833333333333333)],[np.float64(-0.33666666666666667)],[1],[0],[0],[1.6662683000322431],['target'],144,0,144,0,319.02607460017316,,,,,,,,,10,319.0184631999582,319.02607460017316,319.02607460017316,0.020773200085386634,320.66423450014554,[np.float64(0.03833333333333333)],[np.float64(-0.33666666666666667)],[1],[0],[0],[1.6662683000322431],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
145,0,145,[np.float64(-0.49666666666666665)],[np.float64(0.21166666666666667)],[1],[0],[0],[3.2659305999986827],['target'],145,0,145,0,320.6975295001175,,,,,,,,,10,320.68666660017334,320.6975295001175,320.6975295001175,0.02229079999960959,323.93063950003125,[np.float64(-0.49666666666666665)],[np.float64(0.21166666666666667)],[1],[0],[0],[3.2659305999986827],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
146,0,146,[np.float64(0.15333333333333332)],[np.float64(0.06916666666666667)],[1],[0],[0],[2.049820899963379],['target'],146,0,146,0,323.9469353000168,,,,,,,,,5,323.9405847999733,323.9469353000168,323.9469353000168,0.009836399927735329,325.98085310007446,[np.float64(0.15333333333333332)],[np.float64(0.06916666666666667)],[1],[0],[0],[2.049820899963379],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
147,0,147,[np.float64(-0.02)],[np.float64(0.0325)],[1],[0],[0],[1.482065999880433],['target'],147,0,147,0,326.00123529997654,,,,,,,,,5,325.9941019001417,326.00123529997654,326.00123529997654,0.013151099905371666,327.46332160010934,[np.float64(-0.02)],[np.float64(0.0325)],[1],[0],[0],[1.482065999880433],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
148,0,148,[np.float64(-0.2866666666666667)],[np.float64(-0.2375)],[1],[0],[0],[2.866258400026709],['target'],148,0,148,0,327.491242100019,,,,,,,,,10,327.48119279998355,327.491242100019,327.491242100019,0.017792199971154332,330.3299235000741,[np.float64(-0.2866666666666667)],[np.float64(-0.2375)],[1],[0],[0],[2.866258400026709],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
149,0,149,[np.float64(-0.24083333333333334)],[np.float64(0.4658333333333333)],[1],[0],[0],[2.066112899919972],['target'],149,0,149,0,330.3502160999924,,,,,,,,,5,330.3428706000559,330.3502160999924,330.3502160999924,0.012800100026652217,332.39653010014445,[np.float64(-0.24083333333333334)],[np.float64(0.4658333333333333)],[1],[0],[0],[2.066112899919972],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
150,0,150,[np.float64(-0.1475)],[np.float64(0.17)],[1],[0],[0],[1.6497143998276442],['target'],150,0,150,0,332.4148449001368,,,,,,,,,5,332.40795230004005,332.4148449001368,332.4148449001368,0.011295000091195107,334.0467201001011,[np.float64(-0.1475)],[np.float64(0.17)],[1],[0],[0],[1.6497143998276442],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
151,0,151,[np.float64(-0.18583333333333332)],[np.float64(-0.12083333333333333)],[1],[0],[0],[1.2996980000752956],['target'],151,0,151,0,334.0740780001506,,,,,,,,,10,334.0655804001726,334.0740780001506,334.0740780001506,0.018726199865341187,335.34693580004387,[np.float64(-0.18583333333333332)],[np.float64(-0.12083333333333333)],[1],[0],[0],[1.2996980000752956],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
152,0,152,[np.float64(-0.28833333333333333)],[np.float64(-0.3258333333333333)],[1],[0],[0],[1.2987991999834776],['target'],152,0,152,0,335.36507749999873,,,,,,,,,5,335.3577595001552,335.36507749999873,335.36507749999873,0.010646200040355325,336.6462936999742,[np.float64(-0.28833333333333333)],[np.float64(-0.3258333333333333)],[1],[0],[0],[1.2987991999834776],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
153,0,153,[np.float64(0.49083333333333334)],[np.float64(0.2733333333333333)],[1],[0],[0],[2.915381599916145],['target'],153,0,153,0,336.6828058999963,,,,,,,,,10,336.6716492001433,336.6828058999963,336.6828058999963,0.02524260012432933,339.562132100109,[np.float64(0.49083333333333334)],[np.float64(0.2733333333333333)],[1],[0],[0],[2.915381599916145],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
154,0,154,[np.float64(-0.06)],[np.float64(0.0875)],[1],[0],[0],[1.2173002001363784],['target'],154,0,154,0,339.59041439997964,,,,,,,,,10,339.5827940001618,339.59041439997964,339.59041439997964,0.020558099960908294,340.7798601000104,[np.float64(-0.06)],[np.float64(0.0875)],[1],[0],[0],[1.2173002001363784],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
155,0,155,[np.float64(0.25583333333333336)],[np.float64(0.3541666666666667)],[1],[0],[0],[2.632434800034389],['target'],155,0,155,0,340.8057286001276,,,,,,,,,10,340.79781440016814,340.8057286001276,340.8057286001276,0.017852900084108114,343.41268830001354,[np.float64(0.25583333333333336)],[np.float64(0.3541666666666667)],[1],[0],[0],[2.632434800034389],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
156,0,156,[np.float64(-0.3933333333333333)],[np.float64(0.155)],[1],[0],[0],[1.6995081000495702],['target'],156,0,156,0,343.4471971001476,,,,,,,,,10,343.4372723000124,343.4471971001476,343.4471971001476,0.02443170011974871,345.11269169999287,[np.float64(-0.3933333333333333)],[np.float64(0.155)],[1],[0],[0],[1.6995081000495702],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
157,0,157,[np.float64(-0.3441666666666667)],[np.float64(-0.22)],[1],[0],[0],[1.4995071000885218],['target'],157,0,157,0,345.14595080004074,,,,,,,,,10,345.13550730003044,345.14595080004074,345.14595080004074,0.022695499937981367,346.61261910013855,[np.float64(-0.3441666666666667)],[np.float64(-0.22)],[1],[0],[0],[1.4995071000885218],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
158,0,158,"[np.float64(0.1925), np.float64(0.20416666666666666)]","[np.float64(-0.055), np.float64(-0.06333333333333334)]","[1, 1]","[0, 0]","[0, 0]","[1.483084399951622, 2.3660276997834444]","[None, 'target']",158,0,158,0,346.6329823001288,,,,,,,,,5,346.62579010007903,346.6329823001288,346.6329823001288,0.013032699935138226,348.97915889997967,"[np.float64(0.1925), np.float64(0.20416666666666666)]","[np.float64(-0.055), np.float64(-0.06333333333333334)]","[1, 1]","[0, 0]","[0, 0]","[1.483084399951622, 2.3660276997834444]","[None, 'target']",,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
159,0,159,[np.float64(-0.255)],[np.float64(-0.05583333333333333)],[1],[0],[0],[1.285227500135079],['target'],159,0,159,0,349.0074235999491,,,,,,,,,10,348.99973489996046,349.0074235999491,349.0074235999491,0.020428300136700273,350.26488030003384,[np.float64(-0.255)],[np.float64(-0.05583333333333333)],[1],[0],[0],[1.285227500135079],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
160,0,160,[np.float64(-0.4266666666666667)],[np.float64(-0.07083333333333333)],[1],[0],[0],[1.5484182999935001],['target'],160,0,160,0,350.280391999986,,,,,,,,,5,350.2739640001673,350.280391999986,350.280391999986,0.008993900148198009,351.8137010000646,[np.float64(-0.4266666666666667)],[np.float64(-0.07083333333333333)],[1],[0],[0],[1.5484182999935001],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
161,0,161,[np.float64(-0.3516666666666667)],[np.float64(0.3)],[1],[0],[0],[1.8479645000770688],['target'],161,0,161,0,351.84297030000016,,,,,,,,,10,351.8333759000525,351.84297030000016,351.84297030000016,0.01949400012381375,353.66227930015884,[np.float64(-0.3516666666666667)],[np.float64(0.3)],[1],[0],[0],[1.8479645000770688],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
162,0,162,"[np.float64(-0.011666666666666667), np.float64(0.0)]","[np.float64(-0.2733333333333333), np.float64(-0.285)]","[1, 1]","[0, 0]","[0, 0]","[1.3665322000160813, 2.349019099958241]","[None, 'target']",162,0,162,0,353.68020720011555,,,,,,,,,5,353.6741405001376,353.68020720011555,353.68020720011555,0.01176489982753992,356.0116801999975,"[np.float64(-0.011666666666666667), np.float64(0.0)]","[np.float64(-0.2733333333333333), np.float64(-0.285)]","[1, 1]","[0, 0]","[0, 0]","[1.3665322000160813, 2.349019099958241]","[None, 'target']",,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
163,0,163,[np.float64(0.10583333333333333)],[np.float64(-0.025)],[1],[0],[0],[1.6495797999668866],['target'],163,0,163,0,356.0317365000956,,,,,,,,,5,356.0249505999964,356.0317365000956,356.0317365000956,0.013122400036081672,357.6617620999459,[np.float64(0.10583333333333333)],[np.float64(-0.025)],[1],[0],[0],[1.6495797999668866],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
164,0,164,[np.float64(0.11)],[np.float64(0.36916666666666664)],[1],[0],[0],[2.2835192000493407],['target'],164,0,164,0,357.6796286001336,,,,,,,,,5,357.67382130003534,357.6796286001336,357.6796286001336,0.011963400058448315,359.94564540009014,[np.float64(0.11)],[np.float64(0.36916666666666664)],[1],[0],[0],[2.2835192000493407],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
165,0,165,[np.float64(-0.30583333333333335)],[np.float64(0.36)],[1],[0],[0],[1.7495385000947863],['target'],165,0,165,0,359.96151329996064,,,,,,,,,5,359.9556323001161,359.96151329996064,359.96151329996064,0.00989710004068911,361.69557940005325,[np.float64(-0.30583333333333335)],[np.float64(0.36)],[1],[0],[0],[1.7495385000947863],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
166,0,166,[np.float64(0.20333333333333334)],[np.float64(-0.44)],[1],[0],[0],[2.7155043000821024],['target'],166,0,166,0,361.7147452000063,,,,,,,,,5,361.70801840000786,361.7147452000063,361.7147452000063,0.012300900183618069,364.41182100004517,[np.float64(0.20333333333333334)],[np.float64(-0.44)],[1],[0],[0],[2.7155043000821024],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
167,0,167,[np.float64(0.3975)],[np.float64(-0.15166666666666667)],[1],[0],[0],[2.6159097000490874],['target'],167,0,167,0,364.4441816001199,,,,,,,,,10,364.43359569995664,364.4441816001199,364.4441816001199,0.02167480019852519,367.0281446001027,[np.float64(0.3975)],[np.float64(-0.15166666666666667)],[1],[0],[0],[2.6159097000490874],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
168,0,168,[np.float64(-0.19666666666666666)],[np.float64(0.345)],[1],[0],[0],[4.299835600191727],['target'],168,0,168,0,367.0476788999513,,,,,,,,,5,367.0415052000899,367.0476788999513,367.0476788999513,0.013204599963501096,371.3284732999746,[np.float64(-0.19666666666666666)],[np.float64(0.345)],[1],[0],[0],[4.299835600191727],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
169,0,169,[np.float64(-0.4875)],[np.float64(0.32916666666666666)],[1],[0],[0],[4.231195899890736],['target'],169,0,169,0,371.34359259996563,,,,,,,,,5,371.3377929001581,371.34359259996563,371.34359259996563,0.009221200132742524,375.5600477999542,[np.float64(-0.4875)],[np.float64(0.32916666666666666)],[1],[0],[0],[4.231195899890736],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
170,0,170,[np.float64(0.22166666666666668)],[np.float64(0.13166666666666665)],[1],[0],[0],[3.3672981997951865],['target'],170,0,170,0,375.58643210004084,,,,,,,,,10,375.5779437001329,375.58643210004084,375.58643210004084,0.017812900012359023,378.92770630004816,[np.float64(0.22166666666666668)],[np.float64(0.13166666666666665)],[1],[0],[0],[3.3672981997951865],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
171,0,171,[np.float64(-0.42916666666666664)],[np.float64(0.055)],[1],[0],[0],[2.018778300145641],['target'],171,0,171,0,378.9469531001523,,,,,,,,,5,378.9411607000511,378.9469531001523,378.9469531001523,0.013293300056830049,380.94703630008735,[np.float64(-0.42916666666666664)],[np.float64(0.055)],[1],[0],[0],[2.018778300145641],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
172,0,172,[np.float64(-0.175)],[np.float64(-0.37083333333333335)],[1],[0],[0],[1.8134039000142366],['target'],172,0,172,0,380.974146499997,,,,,,,,,5,380.9642680999823,380.974146499997,380.974146499997,0.017099299933761358,382.7609498000238,[np.float64(-0.175)],[np.float64(-0.37083333333333335)],[1],[0],[0],[1.8134039000142366],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
173,0,173,[np.float64(-0.3858333333333333)],[np.float64(-0.3283333333333333)],[1],[0],[0],[2.6827793000265956],['target'],173,0,173,0,382.7767364999745,,,,,,,,,5,382.77003700006753,382.7767364999745,382.7767364999745,0.009001299971714616,385.44407230010256,[np.float64(-0.3858333333333333)],[np.float64(-0.3283333333333333)],[1],[0],[0],[2.6827793000265956],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
174,0,174,[np.float64(0.31916666666666665)],[np.float64(-0.415)],[1],[0],[0],[2.1493377999868244],['target'],174,0,174,0,385.45980309997685,,,,,,,,,5,385.45401110011153,385.45980309997685,385.45980309997685,0.009848600020632148,387.5937906000763,[np.float64(0.31916666666666665)],[np.float64(-0.415)],[1],[0],[0],[2.1493377999868244],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
175,0,175,[np.float64(-0.20916666666666667)],[np.float64(-0.145)],[1],[0],[0],[2.5333092999644578],['target'],175,0,175,0,387.6111695000436,,,,,,,,,5,387.60546860005707,387.6111695000436,387.6111695000436,0.011591500137001276,390.1274753001053,[np.float64(-0.20916666666666667)],[np.float64(-0.145)],[1],[0],[0],[2.5333092999644578],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
176,0,176,[np.float64(0.35)],[np.float64(-0.49)],[1],[0],[0],[4.2321679999586195],['target'],176,0,176,0,390.1485286001116,,,,,,,,,5,390.14195469999686,390.1485286001116,390.1485286001116,0.014386399881914258,394.3600435999688,[np.float64(0.35)],[np.float64(-0.49)],[1],[0],[0],[4.2321679999586195],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
177,0,177,[np.float64(-0.4975)],[np.float64(-0.060833333333333336)],[1],[0],[0],[6.383288100128993],['target'],177,0,177,0,394.3803489001002,,,,,,,,,5,394.37317609996535,394.3803489001002,394.3803489001002,0.013006300199776888,400.7438183000777,[np.float64(-0.4975)],[np.float64(-0.060833333333333336)],[1],[0],[0],[6.383288100128993],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
178,0,178,[np.float64(0.3383333333333333)],[np.float64(-0.29833333333333334)],[1],[0],[0],[4.0826475999783725],['target'],178,0,178,0,400.7797422001604,,,,,,,,,10,400.7681062000338,400.7797422001604,400.7797422001604,0.02420060010626912,404.8268538999837,[np.float64(0.3383333333333333)],[np.float64(-0.29833333333333334)],[1],[0],[0],[4.0826475999783725],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
179,0,179,[np.float64(-0.14916666666666667)],[np.float64(0.38)],[1],[0],[0],[2.0990561998914927],['target'],179,0,179,0,404.8529413000215,,,,,,,,,10,404.8442160000559,404.8529413000215,404.8529413000215,0.017236700048670173,406.9263459001668,[np.float64(-0.14916666666666667)],[np.float64(0.38)],[1],[0],[0],[2.0990561998914927],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
180,0,180,[np.float64(-0.10666666666666667)],[np.float64(-0.2225)],[1],[0],[0],[1.3998322999104857],['target'],180,0,180,0,406.9469447999727,,,,,,,,,5,406.9397789000068,406.9469447999727,406.9469447999727,0.013313899980857968,408.3266263001133,[np.float64(-0.10666666666666667)],[np.float64(-0.2225)],[1],[0],[0],[1.3998322999104857],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
181,0,181,[np.float64(0.0225)],[np.float64(-0.15333333333333332)],[1],[0],[0],[1.1492184998933226],['target'],181,0,181,0,408.3419137999881,,,,,,,,,5,408.33611640008166,408.3419137999881,408.3419137999881,0.009405799908563495,409.4761948999949,[np.float64(0.0225)],[np.float64(-0.15333333333333332)],[1],[0],[0],[1.1492184998933226],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
182,0,182,[np.float64(-0.15916666666666668)],[np.float64(-0.06333333333333334)],[1],[0],[0],[1.0496741000097245],['target'],182,0,182,0,409.4936708000023,,,,,,,,,5,409.4869419001043,409.4936708000023,409.4936708000023,0.010661300038918853,410.5262261000462,[np.float64(-0.15916666666666668)],[np.float64(-0.06333333333333334)],[1],[0],[0],[1.0496741000097245],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
183,0,183,[np.float64(0.08166666666666667)],[np.float64(0.08666666666666667)],[1],[0],[0],[1.5497016999870539],['target'],183,0,183,0,410.5453843001742,,,,,,,,,5,410.53817810001783,410.5453843001742,410.5453843001742,0.01186289987526834,412.07632730016485,[np.float64(0.08166666666666667)],[np.float64(0.08666666666666667)],[1],[0],[0],[1.5497016999870539],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
184,0,184,[np.float64(0.024166666666666666)],[np.float64(0.32083333333333336)],[1],[0],[0],[3.3824636000208557],['target'],184,0,184,0,412.1106710000895,,,,,,,,,10,412.099665600108,412.1106710000895,412.1106710000895,0.023205199977383018,415.4594229001086,[np.float64(0.024166666666666666)],[np.float64(0.32083333333333336)],[1],[0],[0],[3.3824636000208557],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
185,0,185,[np.float64(0.23416666666666666)],[np.float64(0.11)],[1],[0],[0],[2.849930299911648],['target'],185,0,185,0,415.489911200013,,,,,,,,,10,415.47845220007,415.489911200013,415.489911200013,0.01891710003837943,418.30977110005915,[np.float64(0.23416666666666666)],[np.float64(0.11)],[1],[0],[0],[2.849930299911648],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
186,0,186,[np.float64(0.04083333333333333)],[np.float64(-0.48)],[1],[0],[0],[2.265843099914491],['target'],186,0,186,0,418.3260874999687,,,,,,,,,5,418.31933680013753,418.3260874999687,418.3260874999687,0.009417799999937415,420.57610940001905,[np.float64(0.04083333333333333)],[np.float64(-0.48)],[1],[0],[0],[2.265843099914491],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
187,0,187,[np.float64(-0.2608333333333333)],[np.float64(0.1175)],[1],[0],[0],[1.8165686000138521],['target'],187,0,187,0,420.6029626999516,,,,,,,,,10,420.5946982000023,420.6029626999516,420.6029626999516,0.018488100031390786,422.3931094999425,[np.float64(-0.2608333333333333)],[np.float64(0.1175)],[1],[0],[0],[1.8165686000138521],['target'],,,,,2,001,2025-10-02_17h38.56.129,visual search,,2025.1.1,60.03287402849699,2025-10-02 17h39.14.778780 +0530,
