stimulus,type,correct_key,thisN,thisTrialN,thisRepN,resp.keys,resp.corr,resp.rt,resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,fixation.started,text.started,key_resp.started,fixation.stopped,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,fix.started,fix.stopped,stim.started,resp.started,trial.stopped,trials.resp.keys,trials.resp.corr,trials.resp.rt,trials.resp.duration,Thank_you.started,text_2.started,text_2.stopped,Thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
flirp,nonword,m,187,7,9,m,1,0.9078236000004836,None,9,7,187,10,310.22243359999993,,,,,,,,,,,310.21149030000015,310.22243359999993,310.72190769999906,310.72190769999906,310.72190769999906,311.63953149999907,m,1,0.9078236000004836,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
market,word,z,188,8,9,z,1,0.8230152000014641,None,9,8,188,5,311.65556859999924,,,,,,,,,,,311.64338449999923,311.65556859999924,312.1554286999999,312.13899949999904,312.13899949999904,312.97273569999925,z,1,0.8230152000014641,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
glenter,nonword,m,189,9,9,m,1,1.1123435000008612,None,9,9,189,14,312.98850739999943,,,,,,,,,,,312.97685889999957,312.98850739999943,313.48870589999933,313.4721148999997,313.4721148999997,314.58930580000015,m,1,1.1123435000008612,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
yellow,word,z,190,10,9,z,1,0.7411510999991151,None,9,10,190,4,314.6054528000004,,,,,,,,,,,314.59432899999956,314.6054528000004,315.10541510000076,315.0887027000008,315.0887027000008,315.83957100000043,z,1,0.7411510999991151,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
fradge,nonword,m,191,11,9,m,1,1.6950063000003865,None,9,11,191,15,315.8549781999991,,,,,,,,,,,315.84423120000065,315.8549781999991,316.35548279999966,316.35548279999966,316.35548279999966,318.05576629999996,m,1,1.6950063000003865,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
window,word,z,192,12,9,z,1,0.4559196999998676,None,9,12,192,2,318.0718844999992,,,,,,,,,,,318.0600176000007,318.0718844999992,318.5719554999996,318.5719554999996,318.5719554999996,319.03948169999967,z,1,0.4559196999998676,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
bottle,word,z,193,13,9,z,1,1.5538273000001936,None,9,13,193,6,319.0549443,,,,,,,,,,,319.04439549999915,319.0549443,319.55498740000075,319.55498740000075,319.55498740000075,321.1233128999993,z,1,1.5538273000001936,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
plome,nonword,m,194,14,9,m,1,0.8627890999996453,None,9,14,194,12,321.13855049999984,,,,,,,,,,,321.12791990000005,321.13855049999984,321.6386010999995,321.6386010999995,321.6386010999995,322.5056590999993,m,1,0.8627890999996453,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
garden,word,z,195,15,9,z,1,0.5409981000011612,None,9,15,195,7,322.5215499999995,,,,,,,,,,,322.50986009999906,322.5215499999995,323.0219505999994,323.00530790000084,323.00530790000084,323.55578779999996,z,1,0.5409981000011612,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
silver,word,z,196,16,9,z,1,0.5270559000000503,None,9,16,196,9,323.5715760999992,,,,,,,,,,,323.5608888000006,323.5715760999992,324.0714542000005,324.05446719999964,324.05446719999964,324.5889406999995,z,1,0.5270559000000503,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
clope,nonword,m,197,17,9,m,1,3.635648499999661,None,9,17,197,19,324.60456519999934,,,,,,,,,,,324.59307980000085,324.60456519999934,325.10458929999913,325.10458929999913,325.10458929999913,328.7553422000001,m,1,3.635648499999661,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
smode,nonword,m,198,18,9,z,0,3.208394999999655,None,9,18,198,17,328.77142169999934,,,,,,,,,,,328.7594375999997,328.77142169999934,329.27115480000066,329.2547508000007,329.2547508000007,332.4721279000005,z,0,3.208394999999655,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
doctor,word,z,199,19,9,z,1,1.4742254000011599,None,9,19,199,3,332.4875104999992,,,,,,,,,,,332.47760890000063,332.4875104999992,332.98709059999965,332.98709059999965,332.98709059999965,334.4721862999995,z,1,1.4742254000011599,None,,,,,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.4726334999996,334.4878019000007,336.48769379999976,336.4717646000008,3,001,2025-11-20_00h13.45.183,lexical_decision,,2025.1.1,59.933354110125265,2025-11-20 00h13.48.952049 +0530,
