reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
40,55,62,0,0,0,t,1.355006899975706,None,0,0,0,3,0.04167009994853288,,0.038272199977654964,0.04167009994853288,1.008615699945949,1.008615699945949,1.0426431999658234,2.3829655000008643,t,1.355006899975706,None,3,001,2025-11-04_09h49.23.631,delay_discounting,,2025.1.1,59.9432696832764,2025-11-04 09h49.29.710657 +0530,
67,75,119,1,1,0,t,0.6231609999667853,None,0,1,1,5,2.3922228000010364,,2.388119499955792,2.3922228000010364,3.3919988999841735,3.3919988999841735,3.3919988999841735,4.026506999973208,t,0.6231609999667853,None,3,001,2025-11-04_09h49.23.631,delay_discounting,,2025.1.1,59.9432696832764,2025-11-04 09h49.29.710657 +0530,
78,80,162,2,2,0,t,0.5587231999961659,None,0,2,2,6,4.042137899959926,,4.035599700000603,4.042137899959926,5.0257998000015505,5.0257998000015505,5.042663000000175,5.593261799949687,t,0.5587231999961659,None,3,001,2025-11-04_09h49.23.631,delay_discounting,,2025.1.1,59.9432696832764,2025-11-04 09h49.29.710657 +0530,
49,60,89,3,3,0,t,0.6007266999804415,None,0,3,3,4,5.608439999981783,,5.59828729997389,5.608439999981783,6.592706699972041,6.592706699972041,6.6095133999479,7.2090386999771,t,0.6007266999804415,None,3,001,2025-11-04_09h49.23.631,delay_discounting,,2025.1.1,59.9432696832764,2025-11-04 09h49.29.710657 +0530,
27,50,21,4,4,0,l,0.6901243000174873,None,0,4,4,2,7.225857099983841,,7.214482699986547,7.225857099983841,8.209129399969243,8.209129399969243,8.225626199971884,8.910003700002562,l,0.6901243000174873,None,3,001,2025-11-04_09h49.23.631,delay_discounting,,2025.1.1,59.9432696832764,2025-11-04 09h49.29.710657 +0530,
11,30,7,5,5,0,l,0.5415518999798223,None,0,5,5,0,8.926410499960184,,8.922258499951568,8.926410499960184,9.925901599985082,9.925901599985082,9.942146199988201,10.476391699980013,l,0.5415518999798223,None,3,001,2025-11-04_09h49.23.631,delay_discounting,,2025.1.1,59.9432696832764,2025-11-04 09h49.29.710657 +0530,
15,35,13,6,6,0,l,0.5147060999879614,None,0,6,6,1,10.492885499959812,,10.486401399946772,10.492885499959812,11.491899199958425,11.491899199958425,11.491899199958425,12.010158599994611,l,0.5147060999879614,None,3,001,2025-11-04_09h49.23.631,delay_discounting,,2025.1.1,59.9432696832764,2025-11-04 09h49.29.710657 +0530,
49,60,89,7,0,1,t,0.8795140999718569,None,1,0,7,4,12.024856299976818,,12.01649929996347,12.024856299976818,13.025214999972377,13.025214999972377,13.025214999972377,13.909526199975517,t,0.8795140999718569,None,3,001,2025-11-04_09h49.23.631,delay_discounting,,2025.1.1,59.9432696832764,2025-11-04 09h49.29.710657 +0530,
27,50,21,8,1,1,l,1.3548624000395648,None,1,1,8,2,13.925196799973492,,13.915311899967492,13.925196799973492,14.925487399974372,14.925487399974372,14.925487399974372,16.292277999978978,l,1.3548624000395648,None,3,001,2025-11-04_09h49.23.631,delay_discounting,,2025.1.1,59.9432696832764,2025-11-04 09h49.29.710657 +0530,
78,80,162,9,2,1,t,0.5125069000059739,None,1,2,9,6,16.308627899968997,,16.299545499961823,16.308627899968997,17.29149549995782,17.29149549995782,17.308509399998,17.808808100002352,t,0.5125069000059739,None,3,001,2025-11-04_09h49.23.631,delay_discounting,,2025.1.1,59.9432696832764,2025-11-04 09h49.29.710657 +0530,
